199.33	0.0000E00
200.13	0.0000E00
200.93	0.0000E00
201.73	-0.0000E00
202.53	0.0000E00
203.33	0.0000E00
204.13	0.0000E00
204.94	-0.0000E00
205.74	0.0000E00
206.54	0.0000E00
207.34	-0.0000E00
208.14	0.0000E00
208.94	0.0000E00
209.74	0.0000E00
210.54	0.0000E00
211.34	-0.0000E00
212.14	-0.0000E00
212.94	0.0000E00
213.74	-0.0000E00
214.55	-0.0000E00
215.35	-0.0000E00
216.15	-0.0000E00
216.95	-0.0000E00
217.75	-0.0000E00
218.55	0.0000E00
219.35	-0.0000E00
220.15	0.0000E00
220.95	0.0000E00
221.75	-0.0000E00
222.55	-0.0000E00
223.35	-0.0000E00
224.15	0.0000E00
224.95	0.0000E00
225.75	0.0000E00
226.55	0.0000E00
227.35	-0.0000E00
228.15	0.0000E00
228.94	-0.0000E00
229.74	-0.0000E00
230.54	-0.0000E00
231.34	0.0000E00
232.14	-0.0000E00
232.94	-0.0000E00
233.74	-0.0000E00
234.54	-0.0000E00
235.34	-0.0000E00
236.14	-0.0000E00
236.94	0.0000E00
237.73	0.0000E00
238.53	0.0000E00
239.33	0.0000E00
240.13	-0.0000E00
240.93	-0.0000E00
241.73	0.0000E00
242.53	0.0000E00
243.32	0.0000E00
244.12	0.0000E00
244.92	-0.0000E00
245.72	-0.0000E00
246.52	0.0000E00
247.32	0.0000E00
248.11	0.0000E00
248.91	0.0000E00
249.71	0.0000E00
250.51	-0.0000E00
251.31	-0.0000E00
252.10	-0.0000E00
252.90	0.0000E00
253.70	-0.0000E00
254.50	-0.0000E00
255.29	-0.0000E00
256.09	0.0000E00
256.89	0.0000E00
257.69	0.0000E00
258.48	-0.0000E00
259.28	-0.0000E00
260.08	0.0000E00
260.87	-0.0000E00
261.67	0.0000E00
262.47	0.0000E00
263.26	0.0000E00
264.06	0.0000E00
264.86	0.0000E00
265.66	-0.0000E00
266.45	0.0000E00
267.25	0.0000E00
268.04	-0.0000E00
268.84	-0.0000E00
269.64	0.0000E00
270.43	-0.0000E00
271.23	0.0000E00
272.03	0.0000E00
272.82	0.0000E00
273.62	-0.0000E00
274.41	-0.0000E00
