Longitud,Amplitud
719.77,2.43E+01
720.53,2.62E+01
721.28,2.79E+01
722.04,2.95E+01
722.8,3.11E+01
723.55,3.13E+01
724.31,3.51E+01
725.07,3.65E+01
725.82,3.98E+01
726.58,4.08E+01
727.34,4.35E+01
728.09,4.49E+01
728.85,4.94E+01
729.6,5.11E+01
730.36,5.45E+01
731.12,5.84E+01
731.87,6.02E+01
732.63,6.43E+01
733.38,6.98E+01
734.14,7.23E+01
734.9,7.77E+01
735.65,7.95E+01
736.41,8.50E+01
737.16,9.12E+01
737.92,9.61E+01
738.67,1.01E+02
739.43,1.07E+02
740.18,1.13E+02
740.94,1.19E+02
741.69,1.24E+02
742.45,1.34E+02
743.2,1.39E+02
743.96,1.48E+02
744.71,1.57E+02
745.47,1.64E+02
746.22,1.73E+02
746.97,1.83E+02
747.73,1.92E+02
748.48,2.01E+02
749.24,2.13E+02
749.99,2.23E+02
750.75,2.36E+02
751.5,2.47E+02
752.25,2.58E+02
753.01,2.74E+02
753.76,2.89E+02
754.51,3.03E+02
755.27,3.18E+02
756.02,3.35E+02
756.78,3.51E+02
757.53,3.71E+02
758.28,3.88E+02
759.04,4.08E+02
759.79,4.29E+02
760.54,4.53E+02
761.29,4.75E+02
762.05,5.02E+02
762.8,5.27E+02
763.55,5.54E+02
764.31,5.88E+02
765.06,6.19E+02
765.81,6.51E+02
766.56,6.87E+02
767.32,7.22E+02
768.07,7.64E+02
768.82,8.12E+02
769.57,8.71E+02
770.32,9.33E+02
771.08,9.99E+02
771.83,1.08E+03
772.58,1.17E+03
773.33,1.26E+03
774.08,1.39E+03
774.83,1.55E+03
775.59,1.73E+03
776.34,1.95E+03
777.09,2.20E+03
777.84,2.50E+03
778.59,2.87E+03
779.34,3.33E+03
780.09,3.95E+03
780.84,4.65E+03
781.6,5.51E+03
782.35,6.50E+03
783.1,7.61E+03
783.85,8.74E+03
784.6,9.59E+03
785.35,9.88E+03
786.1,9.63E+03
786.85,8.74E+03
787.6,7.49E+03
788.35,6.27E+03
789.1,5.13E+03
789.85,4.17E+03
790.6,3.43E+03
791.35,2.83E+03
792.1,2.30E+03
792.85,1.89E+03
793.6,1.56E+03
794.35,1.30E+03
795.1,1.11E+03
795.85,9.32E+02
796.6,7.84E+02
797.35,6.77E+02
798.1,5.84E+02
798.85,5.01E+02
799.59,4.39E+02
800.34,3.81E+02
801.09,3.30E+02
801.84,2.89E+02
802.59,2.58E+02
803.34,2.25E+02
804.09,1.99E+02
804.84,1.80E+02
805.58,1.60E+02
806.33,1.40E+02
807.08,1.24E+02
807.83,1.14E+02
808.58,1.03E+02
809.33,9.43E+01
810.07,8.34E+01
810.82,7.69E+01
811.57,6.91E+01
812.32,6.47E+01
813.06,5.90E+01
813.81,5.24E+01
814.56,4.99E+01
815.31,4.42E+01
816.05,4.16E+01
816.8,3.84E+01
817.55,3.48E+01
818.3,3.38E+01
819.04,3.08E+01
819.79,2.79E+01
820.54,2.73E+01
821.28,2.43E+01
822.03,2.36E+01
822.78,2.12E+01
823.52,2.09E+01
824.27,1.87E+01
825.02,1.86E+01
825.76,1.65E+01
826.51,1.66E+01
827.25,1.44E+01
828,1.33E+01
828.75,1.29E+01
829.49,1.30E+01
830.24,1.21E+01
830.98,1.15E+01
831.73,1.16E+01
832.48,9.97E+00
833.22,9.40E+00
833.97,9.17E+00
834.71,9.15E+00
835.46,8.45E+00
836.2,8.33E+00
836.95,8.22E+00
837.69,7.67E+00
838.44,6.89E+00
839.18,6.67E+00
839.93,6.47E+00
840.67,5.75E+00
841.42,6.38E+00
842.16,6.22E+00
842.91,6.45E+00
843.65,5.67E+00
844.39,5.63E+00
845.14,5.83E+00
845.88,5.65E+00
846.63,4.72E+00
847.37,5.97E+00
848.12,5.19E+00
848.86,5.40E+00
849.6,5.39E+00
850.35,3.99E+00
851.09,4.40E+00
851.83,4.02E+00
852.58,4.87E+00
853.32,4.68E+00
854.06,3.86E+00
854.81,4.46E+00
855.55,4.24E+00
856.29,4.45E+00
857.04,3.67E+00
857.78,3.71E+00
858.52,3.52E+00
859.26,4.13E+00
860.01,4.74E+00
860.75,3.51E+00
861.49,3.32E+00
862.24,3.56E+00
862.98,2.95E+00
863.72,4.45E+00
864.46,3.17E+00
865.2,3.81E+00
865.95,3.39E+00
866.69,3.61E+00
867.43,3.20E+00
868.17,3.22E+00
868.91,3.47E+00
869.66,3.70E+00
870.4,3.71E+00
871.14,3.27E+00
871.88,3.72E+00
872.62,3.30E+00
873.36,3.79E+00
874.1,3.60E+00
874.84,2.71E+00
875.59,3.85E+00
