,,
313.6959175,0.0210397448,23.35
314.7157872,0.0210405979,23.4
315.7356538,0.0210401378,23.4
316.7552931,0.0210402943,23.36
317.7745355,0.0210412163,23.36
318.793679,0.0210414193,23.38
319.8135571,0.0210410412,23.4
320.9392825,0.0210407525,23.34
321.9617183,0.0210404023,23.34
323.0338621,0.0210408344,23.36
324.0539979,0.0210407357,23.36
325.0739289,0.0214617233,23.36
326.121065,0.0229957811,23.35
327.155762,0.0241351239,23.34
328.1757905,0.0244729556,23.34
329.2100291,0.0244732759,23.36
330.229755,0.0249069985,23.34
331.2495885,0.026057044,23.34
332.3004287,0.0275816787,23.42
333.320424,0.0279068518,23.38
334.3399164,0.0287349168,23.4
335.3958084,0.0302793569,23.36
336.4148107,0.0313598327,23.4
337.4346731,0.0313599705,23.4
338.4836336,0.0313598252,23.42
339.5032818,0.0317946262,23.37
340.5225122,0.0333392769,23.42
341.5797187,0.0344738774,23.41
342.5991176,0.0347858518,23.36
343.6184435,0.0347863472,23.42
344.6700253,0.0347862131,23.43
345.6896933,0.034784682,23.41
346.709385,0.0356052592,23.52
347.7596023,0.0362015813,23.4
348.7795901,0.036203254,23.42
349.7992247,0.0362039878,23.41
350.8595707,0.0362043417,23.34
351.879642,0.0362049527,23.54
352.8996462,0.0362055897,23.41
353.9667787,0.0362060368,23.48
354.986114,0.0362048931,23.42
356.0058636,0.0362049601,23.41
357.0633376,0.0362060777,23.46
358.0832094,0.0362062193,23.37
359.1021285,0.0362065024,23.42
360.1208984,0.0362070426,23.47
361.1408742,0.036207702,23.47
362.1650605,0.0362075529,23.46
363.184102,0.0362079776,23.47
364.2032579,0.0362078249,23.43
365.2819205,0.0362082198,23.47
366.3015101,0.0362080857,23.43
367.3210635,0.0362084731,23.43
368.3758446,0.0362082645,23.47
369.3960996,0.0362087041,23.49
370.4153713,0.0362089946,23.48
371.4667974,0.0362089425,23.41
372.486024,0.0362092517,23.48
373.5051212,0.0362094566,23.43
374.5553242,0.0362094715,23.43
375.5753112,0.0362095572,23.41
376.5944144,0.0362095721,23.42
377.6414657,0.0362098179,23.47
378.6621356,0.0362093783,23.49
379.6819632,0.0362095832,23.47
380.745686,0.0362099409,23.47
381.7648882,0.0362097173,23.59
382.7845617,0.0362098179,23.47
383.8403522,0.0362100154,23.43
384.8593104,0.036209926,23.51
385.8791112,0.0362102314,23.49
386.9311418,0.0362099744,23.47
387.9503432,0.0362103506,23.43
388.9699092,0.0362107157,23.47
389.9896847,0.0362105816,23.47
391.0105754,0.0362108312,23.47
392.1431037,0.0362108685,23.47
393.1620492,0.0362110882,23.47
394.1822945,0.0362111069,23.43
395.2016214,0.0362111739,23.43
396.222289,0.0362110622,23.47
397.2414132,0.0362112298,23.49
398.2798844,0.0362115353,23.49
399.299524,0.0362118482,23.49
400.3200996,0.0362121425,23.55
401.3400502,0.0362122915,23.43
402.3594645,0.0362121313,23.49
403.4131782,0.0362125113,23.47
404.4326619,0.0362122841,23.47
405.4526427,0.0362125299,23.55
406.5104508,0.0362124666,23.49
407.5299027,0.0362123399,23.47
408.5492523,0.0362124741,23.47
409.6128139,0.036212325,23.55
410.6317967,0.0362127907,23.49
411.6512166,0.0362128056,23.49
412.7114377,0.0362128056,23.49
413.7311047,0.0362127833,23.59
414.7509624,0.0362129211,23.47
415.8314467,0.0362130999,23.55
416.851317,0.0362130478,23.55
417.8705146,0.0362130887,23.49
418.8923783,0.0362128987,23.49
419.9117848,0.0362130962,23.53
420.9312729,0.0362134203,23.49
421.9508167,0.0362134762,23.5
422.9740336,0.0362137444,23.49
423.9937914,0.0362136438,23.59
425.0188046,0.0362139232,23.49
426.0392756,0.0362142026,23.43
427.0588736,0.0362142063,23.53
428.1118579,0.0362145602,23.59
429.1313305,0.0362146496,23.58
430.1514046,0.0362152643,23.49
431.2079049,0.036215391,23.47
432.2276655,0.0362154394,23.59
433.2463235,0.0362157672,23.55
434.306799,0.0362154543,23.53
435.326799,0.036215648,23.65
436.3465579,0.0362158901,23.59
437.4152847,0.0362159013,23.59
438.4355616,0.0362160652,23.65
439.4552774,0.0362157411,23.5
440.513417,0.0362158976,23.55
441.5326529,0.0362159162,23.49
442.552469,0.0362160094,23.47
443.5715767,0.0362161025,23.49
444.5910553,0.0362162552,23.52
445.619611,0.0362161062,23.63
446.6400679,0.0362163372,23.6
447.6606995,0.0362163148,23.63
448.7258535,0.0362164638,23.5
449.7450613,0.0362165085,23.53
450.7648752,0.0362166091,23.59
451.7840324,0.0362167246,23.53
452.8035845,0.0362169481,23.53
453.8454637,0.0362167544,23.53
454.86569,0.036216963,23.55
455.8853201,0.036216963,23.59
456.9872597,0.0362172499,23.65
458.0067574,0.0362170711,23.54
459.0875972,0.0362169295,23.59
460.1076471,0.0362172275,23.5
461.1268212,0.0362176597,23.43
462.1467802,0.0362176001,23.53
463.1659789,0.0362175554,23.55
464.233513,0.0362178273,23.53
465.2537125,0.0362178869,23.55
466.2736639,0.0362181253,23.53
467.3398684,0.0362180918,23.53
468.3599321,0.0362181961,23.61
469.3795757,0.0362179875,23.69
470.3997297,0.0362179689,23.6
471.419675,0.0362181328,23.55
472.4695773,0.03621855,23.69
473.4891339,0.0362184494,23.6
474.5089141,0.0362183749,23.55
475.5647079,0.0362183526,23.59
476.5846226,0.0362184979,23.54
477.6045179,0.036218971,23.59
478.6676952,0.036219161,23.59
479.6871913,0.0362188145,23.59
480.7071766,0.0362190604,23.69
481.7896175,0.0362192951,23.7
482.8098306,0.0362193211,23.66
483.8294517,0.036219567,23.5
484.8941147,0.036219459,23.68
485.9141596,0.0362195149,23.7
486.93423,0.0362195372,23.66
488.0014803,0.0362199731,23.7
489.0210795,0.0362201407,23.7
490.0409547,0.0362201482,23.64
491.0976013,0.0362201891,23.76
492.1170177,0.0362201035,23.66
493.136227,0.0362201444,23.69
494.1990497,0.0362200103,23.66
495.2185346,0.0362199842,23.66
496.2381141,0.0362199172,23.66
497.2580795,0.0362203754,23.7
498.2784189,0.0362200848,23.7
499.2974069,0.036220435,23.66
500.3162678,0.0362203344,23.7
501.3360219,0.0362202525,23.61
502.418861,0.0362202078,23.76
503.4382226,0.0362204834,23.6
504.4583141,0.0362203419,23.69
505.5183239,0.0362203568,23.56
506.5378047,0.0362207926,23.65
507.5572672,0.0362206697,23.6
508.618916,0.0362208336,23.69
509.6390249,0.0362208336,23.56
510.659183,0.036220856,23.56
511.7211018,0.0362210385,23.65
512.7415099,0.036221154,23.66
513.7604562,0.036221262,23.66
514.7797038,0.0362213961,23.76
515.7992884,0.0362215451,23.66
516.8527475,0.0362218134,23.66
517.8960808,0.0362217761,23.78
518.9159516,0.0362216979,23.67
519.9778362,0.0362218394,23.6
520.9981406,0.0362220406,23.63
522.0276146,0.0362221747,23.66
523.0470848,0.0362221263,23.66
524.0685451,0.0362220443,23.7
525.0880509,0.0362222753,23.72
526.1096499,0.0362226516,23.64
527.1293623,0.0362223163,23.72
528.1512843,0.0362225063,23.7
529.1711455,0.0362222678,23.66
530.1917679,0.0362226739,23.66
531.2116051,0.036222551,23.66
532.2641569,0.0362228676,23.66
533.3157118,0.0362230017,23.76
534.3350691,0.0362229235,23.7
535.3544691,0.0362232849,23.65
536.436941,0.0362233854,23.7
537.4564547,0.0362231396,23.7
538.4761298,0.0362232923,23.66
539.4953357,0.0362233035,23.76
540.5151032,0.0362234078,23.7
541.5348125,0.0362231209,23.66
542.5701104,0.0362232699,23.6
543.5897563,0.036223229,23.6
544.6096745,0.0362230911,23.69
545.640888,0.03622308,23.7
546.6601032,0.0362233184,23.66
547.6796706,0.0362233221,23.66
548.7396613,0.0362231731,23.76
549.7598513,0.036223445,23.66
550.7861578,0.0362234674,23.76
551.8571109,0.0362236686,23.74
552.8761523,0.0362237654,23.76
553.8960929,0.0362238474,23.78
554.9601723,0.0362240001,23.78
555.9795776,0.0362240225,23.72
556.9989657,0.0362245365,23.64
558.0585604,0.0362242311,23.6
559.0789162,0.0362244062,23.63
560.0980766,0.0362242385,23.67
561.1539007,0.0362247154,23.72
562.1731011,0.0362246781,23.78
563.1922141,0.0362249426,23.76
564.2547953,0.0362251065,23.76
565.2741151,0.0362251996,23.76
566.2936966,0.0362254902,23.72
567.3520465,0.0362254679,23.72
568.3726622,0.0362253449,23.72
569.3918802,0.0362257361,23.75
570.4640358,0.0362256765,23.76
571.4841015,0.0362262576,23.76
572.5041383,0.0362262539,23.76
573.5234219,0.0362262912,23.72
574.543013,0.0362264998,23.72
575.5723062,0.03622647,23.78
576.5917556,0.0362265668,23.78
577.6112232,0.0362269207,23.75
578.6747529,0.0362268686,23.78
579.695288,0.0362271107,23.76
580.715396,0.0362273417,23.76
581.7348897,0.0362276062,23.78
582.7541142,0.0362275168,23.76
583.831771,0.0362278111,23.66
584.8513468,0.0362277626,23.7
585.8704148,0.0362282171,23.73
586.9449953,0.036228083,23.72
587.9646464,0.0362283773,23.82
588.9834884,0.0362281762,23.76
590.0486511,0.0362284108,23.66
591.0683848,0.0362285971,23.72
592.0877909,0.0362286791,23.78
593.1667784,0.0362288467,23.76
594.1864583,0.0362286716,23.81
595.2067017,0.0362288989,23.76
596.2743823,0.0362288318,23.76
597.2940488,0.0362292975,23.76
598.313611,0.0362291559,23.82
599.3765494,0.0362291783,23.76
600.396074,0.0362289287,23.78
601.4157563,0.036229562,23.76
602.4348366,0.0362297035,23.72
603.4543961,0.0362299084,23.83
604.4860328,0.0362302325,23.76
605.5060523,0.0362302996,23.72
606.5254683,0.0362306945,23.78
607.60573,0.0362306684,23.78
608.6252049,0.0362308174,23.76
609.6446118,0.0362307429,23.78
610.7171361,0.036230456,23.78
611.7375915,0.0362306684,23.72
612.7566469,0.0362309776,23.82
613.8239415,0.036230944,23.78
614.8436592,0.0362308919,23.82
615.8642744,0.0362308062,23.84
616.8833132,0.0362309105,23.77
617.9030984,0.0362310819,23.82
618.9440885,0.0362309217,23.82
619.9639349,0.0362311117,23.77
620.9831092,0.0362310558,23.78
622.0897877,0.0362313836,23.84
623.1088122,0.036231447,23.77
624.1285609,0.0362318456,23.78
625.1480846,0.0362317673,23.88
626.167372,0.0362319424,23.77
627.1872073,0.0362323783,23.88
628.2066198,0.0362322777,23.9
629.225884,0.0362324342,23.83
630.2448872,0.0362323634,23.78
631.2675811,0.0362324453,23.88
632.2870443,0.0362324044,23.79
633.3066921,0.0362324938,23.84
634.3265952,0.0362324491,23.83
635.3459366,0.0362325608,23.78
636.3814821,0.0362327806,23.85
637.4010499,0.0362329818,23.85
638.4205984,0.0362330228,23.79
639.5188702,0.0362329483,23.76
640.5392554,0.0362329557,23.82
641.6274871,0.0362332016,23.78
642.6472006,0.0362331084,23.76
643.6666711,0.0362333208,23.78
644.7260309,0.0362332239,23.78
645.7452991,0.0362335294,23.78
646.7640975,0.0362332835,23.82
647.7833245,0.0362334027,23.78
648.8036046,0.0362334288,23.88
649.871608,0.0362334661,23.73
650.8915717,0.0362334251,23.78
651.9117584,0.0362336523,23.88
652.9770845,0.036233291,23.83
653.9960703,0.0362335406,23.84
655.0159043,0.0362337045,23.85
656.0358255,0.0362338274,23.85
657.0556821,0.0362339913,23.85
658.0917503,0.0362338572,23.83
659.1119494,0.0362341627,23.78
660.1310814,0.0362340845,23.84
661.2297482,0.0362344607,23.87
662.2491244,0.0362344309,23.83
663.3263949,0.0362343527,23.84
664.3463189,0.0362339727,23.77
665.3660425,0.0362344719,23.78
666.3861449,0.0362345501,23.78
667.4055583,0.0362343527,23.78
668.4444518,0.0362345613,23.9
669.4638436,0.0362346209,23.8
670.4835907,0.0362346023,23.84
671.5936108,0.0362345799,23.83
672.6147849,0.0362345986,23.9
673.7022889,0.0362348146,23.79
674.7223843,0.0362345986,23.84
675.7418043,0.0362347252,23.83
676.7610771,0.0362346954,23.82
677.7808148,0.036234796,23.9
678.8235457,0.0362349674,23.77
679.8435851,0.0362349897,23.82
680.8635165,0.0362352058,23.78
681.9343518,0.0362349748,23.84
682.9535647,0.0362351872,23.89
683.9730776,0.0362350903,23.85
685.0522369,0.0362351499,23.79
686.0720846,0.0362352877,23.87
687.0930583,0.0362354107,23.89
688.1125259,0.0362352877,23.85
689.1327255,0.0362352915,23.89
690.1519953,0.0362358354,23.85
691.1725053,0.0362357385,23.91
692.1921993,0.0362355411,23.89
693.2116469,0.0362357385,23.85
694.2313489,0.0362362042,23.86
695.2502995,0.0362360365,23.95
696.2700659,0.0362360291,23.85
697.2890143,0.0362362675,23.91
698.3857391,0.0362364202,23.91
699.4050036,0.0362364687,23.89
700.4240614,0.0362363643,23.89
