Tiempo,Corriente,Voltaje
5:43:42 PM,0.000259,0.000185
5:43:44 PM,0.000259,0.000184
5:43:46 PM,0.000259,0.000184
5:43:48 PM,0.000259,0.000184
5:43:49 PM,0.000259,0.000183
5:43:51 PM,0.000259,0.000182
5:43:53 PM,0.000259,0.000181
5:43:54 PM,0.000259,0.00018
5:43:56 PM,0.000259,0.000181
5:43:58 PM,0.000259,0.000178
5:43:59 PM,0.000259,0.000179
5:44:01 PM,0.000259,0.000178
5:44:03 PM,0.000259,0.000177
5:44:05 PM,0.000259,0.000177
5:44:06 PM,0.000258,0.000177
5:44:08 PM,0.000258,0.000176
5:44:10 PM,0.000258,0.000176
5:44:11 PM,0.000258,0.000176
5:44:13 PM,0.000258,0.000176
5:44:15 PM,0.000258,0.000175
5:44:16 PM,0.000258,0.000175
5:44:18 PM,0.000258,0.000174
5:44:20 PM,0.000258,0.000174
5:44:22 PM,0.000258,0.000174
5:44:23 PM,0.000258,0.000172
5:44:25 PM,0.000258,0.000174
5:44:27 PM,0.000258,0.000174
5:44:28 PM,0.000258,0.000173
5:44:30 PM,0.000258,0.000173
5:44:32 PM,0.000258,0.000172
5:44:34 PM,0.000245,0.056233
5:44:36 PM,0.002712,0.347437
5:44:37 PM,0.003934,0.420642
5:44:39 PM,0.003934,0.420628
5:44:41 PM,0.003934,0.420622
5:44:42 PM,0.003934,0.42062
5:44:44 PM,0.003936,0.420853
5:44:46 PM,0.003935,0.420865
5:44:47 PM,0.003935,0.420846
5:44:49 PM,0.003935,0.420851
5:44:51 PM,0.003935,0.420846
5:44:53 PM,0.003935,0.420838
5:44:54 PM,0.003935,0.420846
5:44:56 PM,0.003935,0.420838
5:44:58 PM,0.003935,0.420842
5:44:59 PM,0.003935,0.420829
5:45:01 PM,0.003935,0.420829
5:45:03 PM,0.003934,0.420838
5:45:04 PM,0.003934,0.420841
5:45:06 PM,0.003934,0.420825
5:45:08 PM,0.003934,0.420828
5:45:10 PM,0.003934,0.420835
5:45:11 PM,0.003934,0.420831
5:45:13 PM,0.003934,0.420835
5:45:15 PM,0.003934,0.420838
5:45:16 PM,0.003934,0.42085
5:45:18 PM,0.003934,0.420844
5:45:20 PM,0.003934,0.420838
5:45:21 PM,0.003934,0.420842
5:45:23 PM,0.003934,0.42083
5:45:25 PM,0.003932,0.476712
5:45:27 PM,0.006378,0.737074
5:45:28 PM,0.007599,0.838737
5:45:30 PM,0.007599,0.83874
5:45:32 PM,0.007599,0.838725
5:45:33 PM,0.007599,0.838731
5:45:35 PM,0.007602,0.839179
5:45:37 PM,0.007603,0.839178
5:45:39 PM,0.007603,0.839179
5:45:40 PM,0.007603,0.839182
5:45:42 PM,0.007603,0.839181
5:45:44 PM,0.007603,0.839186
5:45:45 PM,0.007598,0.839181
5:45:47 PM,0.007603,0.83919
5:45:49 PM,0.007603,0.839188
5:45:50 PM,0.007603,0.839184
5:45:52 PM,0.007602,0.839199
