Longitud,Amplitud
450.43,-17.83
450.69,-1.83
450.95,-5.83
451.21,7.17
451.48,7.17
451.74,-19.83
452,-39.83
452.26,-15.83
452.52,7.17
452.78,21.17
453.04,-0.83
453.3,-12.83
453.56,15.17
453.83,16.17
454.09,14.17
454.35,39.17
454.61,-5.83
454.87,13.17
455.13,-4.83
455.39,-25.83
455.65,-0.83
455.91,15.17
456.17,-0.83
456.43,0.17
456.7,-14.83
456.96,-18.83
457.22,28.17
457.48,-9.83
457.74,-14.83
458,-15.83
458.26,7.17
458.52,32.17
458.78,30.17
459.04,-9.83
459.3,9.17
459.57,4.17
459.83,-43.83
460.09,-16.83
460.35,6.17
460.61,-2.83
460.87,1.17
461.13,1.17
461.39,3.17
461.65,-10.83
461.91,15.17
462.17,0.17
462.43,-4.83
462.69,10.17
462.96,37.17
463.22,8.17
463.48,14.17
463.74,12.17
464,21.17
464.26,2.17
464.52,-10.83
464.78,21.17
465.04,16.17
465.3,29.17
465.56,23.17
465.82,-4.83
466.08,-15.83
466.34,6.17
466.6,-5.83
466.86,26.17
467.13,32.17
467.39,1.17
467.65,-9.83
467.91,-31.83
468.17,-33.83
468.43,-18.83
468.69,-12.83
468.95,-23.83
469.21,-21.83
469.47,23.17
469.73,46.17
469.99,24.17
470.25,4.17
470.51,11.17
470.77,42.17
471.03,-8.83
471.29,-15.83
471.55,7.17
471.81,41.17
472.07,24.17
472.33,11.17
472.6,8.17
472.86,5.17
473.12,33.17
473.38,-13.83
473.64,-8.83
473.9,-15.83
474.16,-16.83
474.42,-0.83
474.68,-9.83
474.94,-16.83
475.2,13.17
475.46,-2.83
475.72,-7.83
475.98,23.17
476.24,21.17
476.5,21.17
476.76,6.17
477.02,-7.83
477.28,-8.83
477.54,0.17
477.8,-11.83
478.06,-13.83
478.32,2.17
478.58,16.17
478.84,15.17
479.1,6.17
479.36,20.17
479.62,15.17
479.88,6.17
480.14,-20.83
480.4,-48.83
480.66,-27.83
480.92,-11.83
481.18,-17.83
481.44,-1.83
481.7,-8.83
481.96,0.17
482.22,21.17
482.48,2.17
482.74,-8.83
483,11.17
483.26,5.17
483.52,6.17
483.78,37.17
484.04,42.17
484.3,17.17
484.56,0.17
484.82,14.17
485.08,20.17
485.34,4.17
485.6,-16.83
485.86,11.17
486.12,2.17
486.38,-19.83
486.64,-27.83
486.9,33.17
487.16,11.17
487.42,-8.83
487.68,13.17
487.94,-0.83
488.2,11.17
488.46,16.17
488.72,2.17
488.98,12.17
489.24,21.17
489.5,5.17
489.76,26.17
490.02,15.17
490.28,13.17
490.54,-15.83
490.8,-17.83
491.06,-8.83
491.32,-11.83
491.58,13.17
491.84,-0.83
492.1,23.17
492.36,8.17
492.62,16.17
492.87,5.17
493.13,6.17
493.39,5.17
493.65,15.17
493.91,26.17
494.17,-2.83
494.43,-9.83
494.69,26.17
494.95,18.17
495.21,0.17
495.47,22.17
495.73,36.17
495.99,-20.83
496.25,-2.83
496.51,-14.83
496.77,-10.83
497.03,2.17
497.29,50.17
497.55,1.17
497.81,7.17
498.07,-23.83
498.33,-8.83
498.58,2.17
498.84,14.17
499.1,22.17
499.36,28.17
499.62,27.17
499.88,-15.83
500.14,-2.83
500.4,6.17
500.66,-19.83
500.92,-25.83
501.18,-18.83
501.44,-7.83
501.7,0.17
501.96,12.17
502.22,9.17
502.47,4.17
502.73,8.17
502.99,-30.83
503.25,11.17
503.51,6.17
503.77,46.17
504.03,-0.83
504.29,5.17
504.55,3.17
504.81,0.17
505.07,10.17
505.33,-10.83
505.59,7.17
505.85,13.17
506.1,27.17
506.36,3.17
506.62,-17.83
506.88,0.17
507.14,11.17
507.4,-34.83
507.66,-14.83
507.92,-2.83
508.18,-21.83
508.44,-2.83
508.7,14.17
508.95,6.17
509.21,27.17
509.47,-22.83
509.73,-14.83
509.99,3.17
510.25,12.17
510.51,14.17
510.77,-6.83
511.03,-4.83
511.29,-0.83
511.54,-10.83
511.8,-4.83
512.06,1.17
512.32,30.17
512.58,25.17
512.84,12.17
513.1,18.17
513.36,-0.83
513.62,-8.83
513.88,-20.83
514.13,-11.83
514.39,3.17
514.65,8.17
514.91,12.17
515.17,31.17
515.43,20.17
515.69,-2.83
515.95,15.17
516.2,20.17
516.46,-14.83
516.72,2.17
516.98,15.17
517.24,20.17
517.5,22.17
517.76,22.17
518.02,8.17
518.28,-26.83
518.53,-15.83
518.79,-2.83
519.05,7.17
519.31,19.17
519.57,16.17
519.83,53.17
520.09,32.17
520.34,14.17
520.6,20.17
520.86,1.17
521.12,10.17
521.38,-6.83
521.64,-19.83
521.9,-43.83
522.16,-11.83
522.41,-5.83
522.67,10.17
522.93,17.17
523.19,-0.83
523.45,0.17
523.71,-0.83
523.97,10.17
524.22,-15.83
524.48,7.17
524.74,-11.83
525,-14.83
525.26,3.17
525.52,17.17
525.77,-3.83
526.03,-8.83
526.29,-11.83
526.55,-11.83
526.81,-18.83
527.07,-15.83
527.33,2.17
527.58,8.17
527.84,23.17
528.1,17.17
528.36,1.17
528.62,1.17
528.88,-10.83
529.13,-10.83
529.39,-1.83
529.65,-17.83
529.91,-4.83
530.17,-4.83
530.43,-21.83
530.68,2.17
530.94,-0.83
531.2,1.17
531.46,11.17
531.72,0.17
531.98,-6.83
532.23,-4.83
532.49,11.17
532.75,43.17
533.01,9.17
533.27,19.17
533.52,31.17
533.78,-2.83
534.04,-1.83
534.3,1.17
534.56,-16.83
534.82,0.17
535.07,49.17
535.33,0.17
535.59,14.17
535.85,51.17
536.11,4.17
536.36,13.17
536.62,1.17
536.88,38.17
537.14,18.17
537.4,-2.83
537.66,-19.83
537.91,-0.83
538.17,25.17
538.43,24.17
538.69,4.17
538.95,5.17
539.2,-9.83
539.46,21.17
539.72,27.17
539.98,24.17
540.24,21.17
540.49,8.17
540.75,-35.83
541.01,-26.83
541.27,6.17
541.52,34.17
541.78,-9.83
542.04,-2.83
542.3,7.17
542.56,6.17
542.81,28.17
543.07,11.17
543.33,2.17
543.59,-21.83
543.85,-2.83
544.1,16.17
544.36,24.17
544.62,-22.83
544.88,-7.83
545.14,-15.83
545.39,8.17
545.65,31.17
545.91,-5.83
546.17,-21.83
546.42,0.17
546.68,0.17
546.94,-13.83
547.2,21.17
547.45,-12.83
547.71,-3.83
547.97,-8.83
548.23,-13.83
548.49,-6.83
548.74,-22.83
549,-11.83
549.26,4.17
549.52,-1.83
549.77,20.17
550.03,9.17
550.29,-7.83
550.55,5.17
550.8,19.17
551.06,9.17
551.32,6.17
551.58,28.17
551.83,1.17
552.09,17.17
552.35,24.17
552.61,15.17
552.87,-21.83
553.12,0.17
553.38,44.17
553.64,51.17
553.9,-5.83
554.15,11.17
554.41,44.17
554.67,5.17
554.93,-3.83
555.18,-7.83
555.44,5.17
555.7,19.17
555.95,14.17
556.21,25.17
556.47,-5.83
556.73,-2.83
556.98,-1.83
557.24,-1.83
557.5,-9.83
557.76,-23.83
558.01,-5.83
558.27,37.17
558.53,17.17
558.79,11.17
559.04,24.17
559.3,11.17
559.56,-8.83
559.82,7.17
560.07,-13.83
560.33,16.17
560.59,8.17
560.84,-11.83
561.1,1.17
561.36,-23.83
561.62,-18.83
561.87,11.17
562.13,18.17
562.39,-12.83
562.64,-6.83
562.9,-0.83
563.16,24.17
563.42,13.17
563.67,7.17
563.93,7.17
564.19,4.17
564.44,14.17
564.7,-16.83
564.96,-13.83
565.22,-4.83
565.47,17.17
565.73,11.17
565.99,10.17
566.24,0.17
566.5,-2.83
566.76,9.17
567.02,19.17
567.27,30.17
567.53,15.17
567.79,48.17
568.04,52.17
568.3,-3.83
568.56,6.17
568.81,4.17
569.07,-0.83
569.33,9.17
569.59,-26.83
569.84,-24.83
570.1,0.17
570.36,8.17
570.61,0.17
570.87,-21.83
571.13,0.17
571.38,2.17
571.64,2.17
571.9,9.17
572.15,9.17
572.41,27.17
572.67,15.17
572.93,-2.83
573.18,8.17
573.44,12.17
573.7,12.17
573.95,-10.83
574.21,21.17
574.47,64.17
574.72,40.17
574.98,20.17
575.24,9.17
575.49,14.17
575.75,12.17
576.01,19.17
576.26,24.17
576.52,7.17
576.78,-4.83
577.03,8.17
577.29,4.17
577.55,-25.83
577.8,2.17
578.06,5.17
578.32,13.17
578.57,32.17
578.83,3.17
579.09,-0.83
579.34,5.17
579.6,31.17
579.86,28.17
580.11,25.17
580.37,6.17
580.63,8.17
580.88,-30.83
581.14,-2.83
581.4,20.17
581.65,14.17
581.91,7.17
582.17,10.17
582.42,38.17
582.68,21.17
582.94,30.17
583.19,12.17
583.45,19.17
583.7,11.17
583.96,6.17
584.22,24.17
584.47,26.17
584.73,10.17
584.99,33.17
585.24,18.17
585.5,28.17
585.76,4.17
586.01,10.17
586.27,12.17
586.53,7.17
586.78,-10.83
587.04,10.17
587.29,28.17
587.55,-5.83
587.81,-0.83
588.06,22.17
588.32,12.17
588.58,35.17
588.83,25.17
589.09,52.17
589.35,55.17
589.6,13.17
589.86,34.17
590.11,30.17
590.37,65.17
590.63,39.17
590.88,3.17
591.14,21.17
591.4,2.17
591.65,-15.83
591.91,-2.83
592.16,17.17
592.42,-0.83
592.68,0.17
592.93,49.17
593.19,51.17
593.44,34.17
593.7,28.17
593.96,28.17
594.21,15.17
594.47,29.17
594.73,47.17
594.98,20.17
595.24,17.17
595.49,18.17
595.75,14.17
596.01,31.17
596.26,24.17
596.52,27.17
596.77,25.17
597.03,23.17
597.29,5.17
597.54,-15.83
597.8,24.17
598.05,62.17
598.31,27.17
598.57,14.17
598.82,13.17
599.08,9.17
599.33,16.17
599.59,45.17
599.85,66.17
600.1,32.17
600.36,23.17
600.61,39.17
600.87,37.17
601.12,48.17
601.38,56.17
601.64,53.17
601.89,61.17
602.15,48.17
602.4,58.17
602.66,67.17
602.92,49.17
603.17,66.17
603.43,66.17
603.68,49.17
603.94,36.17
604.19,64.17
604.45,59.17
604.71,45.17
604.96,95.17
605.22,63.17
605.47,51.17
605.73,66.17
605.98,80.17
606.24,94.17
606.5,85.17
606.75,70.17
607.01,62.17
607.26,64.17
607.52,54.17
607.77,58.17
608.03,66.17
608.29,66.17
608.54,67.17
608.8,75.17
609.05,120.17
609.31,77.17
609.56,91.17
609.82,96.17
610.07,85.17
610.33,85.17
610.59,111.17
610.84,113.17
611.1,93.17
611.35,120.17
611.61,106.17
611.86,123.17
612.12,100.17
612.37,99.17
612.63,105.17
612.89,135.17
613.14,123.17
613.4,152.17
613.65,153.17
613.91,135.17
614.16,136.17
614.42,135.17
614.67,161.17
614.93,193.17
615.18,184.17
615.44,187.17
615.7,173.17
615.95,185.17
616.21,202.17
616.46,219.17
616.72,214.17
616.97,193.17
617.23,195.17
617.48,211.17
617.74,226.17
617.99,235.17
618.25,244.17
618.5,249.17
618.76,218.17
619.01,231.17
619.27,253.17
619.53,237.17
619.78,239.17
620.04,241.17
620.29,243.17
620.55,287.17
620.8,294.17
621.06,304.17
621.31,316.17
621.57,325.17
621.82,304.17
622.08,334.17
622.33,326.17
622.59,333.17
622.84,346.17
623.1,350.17
623.35,375.17
623.61,389.17
623.86,385.17
