Tiempo,Corriente,Voltaje
5:59:16 PM,0.000103,-0.00007
5:59:18 PM,0.000103,-0.000069
5:59:19 PM,0.000103,-0.000069
5:59:21 PM,0.000103,-0.000069
5:59:23 PM,0.000103,-0.000066
5:59:25 PM,0.000103,-0.000066
5:59:26 PM,0.000103,-0.000066
5:59:28 PM,0.000103,-0.000066
5:59:30 PM,0.000103,-0.000066
5:59:31 PM,0.000102,-0.000067
5:59:33 PM,0.000102,-0.000065
5:59:35 PM,0.000102,-0.000065
5:59:36 PM,0.000102,-0.000065
5:59:38 PM,0.000102,-0.000064
5:59:40 PM,0.000102,-0.000064
5:59:42 PM,0.000102,-0.000064
5:59:43 PM,0.000102,-0.000063
5:59:45 PM,0.000102,-0.000062
5:59:47 PM,0.000102,-0.000063
5:59:48 PM,0.000102,-0.000062
5:59:50 PM,0.000101,-0.000061
5:59:52 PM,0.000101,-0.000062
5:59:53 PM,0.000101,-0.00006
5:59:55 PM,0.000101,-0.000061
5:59:57 PM,0.000101,-0.00006
5:59:59 PM,0.000101,-0.00006
6:00:00 PM,0.000101,-0.00006
6:00:02 PM,0.000101,-0.00006
6:00:04 PM,0.000101,-0.000059
6:00:05 PM,0.000101,-0.000059
6:00:07 PM,0.000101,0.055816
6:00:09 PM,0.005675,0.342378
6:00:11 PM,0.008476,0.414819
6:00:12 PM,0.008476,0.414812
6:00:14 PM,0.008475,0.414811
6:00:16 PM,0.008476,0.414811
6:00:18 PM,0.008479,0.415016
6:00:19 PM,0.008478,0.415011
6:00:21 PM,0.008479,0.415019
6:00:23 PM,0.008479,0.415019
6:00:24 PM,0.008478,0.415004
6:00:26 PM,0.008478,0.415019
6:00:28 PM,0.008478,0.415015
6:00:29 PM,0.008478,0.415018
6:00:31 PM,0.008478,0.415012
6:00:33 PM,0.008478,0.41502
6:00:35 PM,0.008478,0.415009
6:00:36 PM,0.008478,0.415017
6:00:38 PM,0.008478,0.415003
6:00:40 PM,0.008478,0.415014
6:00:41 PM,0.008478,0.415019
6:00:43 PM,0.008478,0.415019
6:00:45 PM,0.008478,0.415009
6:00:47 PM,0.008478,0.415015
6:00:48 PM,0.008478,0.41502
6:00:50 PM,0.008477,0.415003
6:00:52 PM,0.008478,0.415014
6:00:53 PM,0.008477,0.415004
6:00:55 PM,0.008477,0.415021
6:00:57 PM,0.008478,0.41501
6:00:59 PM,0.008486,0.470662
6:01:00 PM,0.013809,0.721935
6:01:02 PM,0.016527,0.822223
6:01:04 PM,0.016527,0.822215
6:01:05 PM,0.016527,0.822227
6:01:07 PM,0.016527,0.822227
6:01:09 PM,0.016529,0.822628
6:01:10 PM,0.016534,0.82263
6:01:12 PM,0.016534,0.822633
6:01:14 PM,0.016534,0.822628
6:01:16 PM,0.016534,0.822621
6:01:17 PM,0.016534,0.822624
6:01:19 PM,0.016534,0.822623
6:01:21 PM,0.016534,0.822618
6:01:22 PM,0.016534,0.822623
6:01:24 PM,0.016534,0.822619
6:01:26 PM,0.016533,0.822615
6:01:27 PM,0.016533,0.822621
6:01:29 PM,0.016534,0.822618
6:01:31 PM,0.016533,0.822619
6:01:33 PM,0.016534,0.822611
6:01:34 PM,0.016534,0.822615
6:01:36 PM,0.016534,0.82264
6:01:38 PM,0.016533,0.822626
6:01:39 PM,0.016534,0.822588
6:01:41 PM,0.016532,0.822562
6:01:43 PM,0.016532,0.822547
6:01:44 PM,0.016532,0.822556
6:01:46 PM,0.016532,0.822547
6:01:48 PM,0.016532,0.822594
6:01:50 PM,0.016534,0.879225
6:01:51 PM,0.021954,1.141468
6:01:53 PM,0.024955,1.244488
6:01:55 PM,0.025001,1.244492
6:01:57 PM,0.025001,1.244339
6:01:58 PM,0.025002,1.244436
6:02:00 PM,0.025016,1.245186
6:02:02 PM,0.025016,1.245107
6:02:03 PM,0.025017,1.245082
6:02:05 PM,0.025016,1.245193
6:02:07 PM,0.025015,1.245054
6:02:09 PM,0.025017,1.245143
6:02:10 PM,0.025017,1.245192
6:02:12 PM,0.025017,1.245134
6:02:14 PM,0.025017,1.245167
6:02:15 PM,0.025017,1.245142
6:02:17 PM,0.025017,1.24512
6:02:19 PM,0.025018,1.245141
6:02:20 PM,0.025018,1.245172
6:02:22 PM,0.025018,1.245197
6:02:24 PM,0.025018,1.245133
6:02:26 PM,0.025018,1.245145
6:02:27 PM,0.025018,1.245172
6:02:29 PM,0.025018,1.245174
6:02:31 PM,0.025017,1.24514
6:02:32 PM,0.025017,1.245086
6:02:34 PM,0.025007,1.245177
6:02:36 PM,0.025017,1.245113
6:02:37 PM,0.025017,1.245159
6:02:39 PM,0.025017,1.245087
6:02:41 PM,0.025039,1.30252
6:02:43 PM,0.030701,1.563723
6:02:44 PM,0.0335,1.663431
6:02:46 PM,0.033502,1.66356
6:02:48 PM,0.0335,1.663464
6:02:50 PM,0.033501,1.663596
6:02:51 PM,0.033522,1.664545
6:02:53 PM,0.033523,1.664471
6:02:55 PM,0.033523,1.664517
6:02:56 PM,0.033524,1.664531
6:02:58 PM,0.033524,1.664538
6:03:00 PM,0.033524,1.664654
6:03:01 PM,0.033524,1.664487
6:03:03 PM,0.033527,1.664626
6:03:05 PM,0.033526,1.664596
6:03:07 PM,0.033527,1.6646
6:03:08 PM,0.033527,1.664608
6:03:10 PM,0.033527,1.664579
6:03:12 PM,0.033528,1.664583
6:03:13 PM,0.033527,1.664665
6:03:15 PM,0.033528,1.664609
6:03:17 PM,0.033528,1.664531
6:03:18 PM,0.033528,1.664539
6:03:20 PM,0.033528,1.66459
6:03:22 PM,0.033528,1.6646
6:03:24 PM,0.033529,1.664617
6:03:25 PM,0.033528,1.664614
6:03:27 PM,0.033528,1.664614
6:03:29 PM,0.033527,1.66448
6:03:30 PM,0.033528,1.664556
6:03:32 PM,0.033528,1.722582
6:03:34 PM,0.03929,1.985471
6:03:36 PM,0.042011,2.081865
6:03:37 PM,0.042014,2.081901
6:03:39 PM,0.042013,2.081866
6:03:41 PM,0.042013,2.081871
6:03:42 PM,0.042038,2.082996
6:03:44 PM,0.042037,2.082935
6:03:46 PM,0.042038,2.083079
6:03:47 PM,0.042039,2.082972
6:03:49 PM,0.04204,2.083027
6:03:51 PM,0.042041,2.082892
6:03:53 PM,0.042042,2.082917
6:03:54 PM,0.042042,2.082905
6:03:56 PM,0.042042,2.082933
6:03:58 PM,0.042042,2.082961
6:03:59 PM,0.042043,2.082938
6:04:01 PM,0.042044,2.082944
6:04:03 PM,0.042044,2.083025
6:04:04 PM,0.042045,2.082981
6:04:06 PM,0.042045,2.082963
6:04:08 PM,0.042045,2.082957
6:04:10 PM,0.042046,2.082998
6:04:11 PM,0.042047,2.083012
6:04:13 PM,0.042047,2.083056
6:04:15 PM,0.042047,2.083001
6:04:16 PM,0.042048,2.083073
6:04:18 PM,0.042049,2.083087
6:04:20 PM,0.042049,2.082965
6:04:21 PM,0.042049,2.083192
6:04:23 PM,0.042034,2.143713
6:04:25 PM,0.047858,2.405538
6:04:27 PM,0.05062,2.504438
6:04:28 PM,0.050623,2.504408
6:04:30 PM,0.050624,2.504468
6:04:32 PM,0.050626,2.504627
6:04:33 PM,0.05066,2.506292
6:04:35 PM,0.050662,2.506196
6:04:37 PM,0.050663,2.506308
6:04:39 PM,0.050664,2.506357
6:04:40 PM,0.050666,2.506218
6:04:42 PM,0.050667,2.506255
6:04:44 PM,0.050667,2.506278
6:04:45 PM,0.050667,2.506245
6:04:47 PM,0.050667,2.506366
6:04:49 PM,0.050666,2.506158
6:04:50 PM,0.050667,2.506264
6:04:52 PM,0.050667,2.506237
6:04:54 PM,0.050668,2.506171
6:04:56 PM,0.050669,2.506213
6:04:57 PM,0.050669,2.506279
6:04:59 PM,0.050668,2.506172
6:05:01 PM,0.05067,2.506311
6:05:02 PM,0.050673,2.506468
6:05:04 PM,0.050673,2.506412
6:05:06 PM,0.050673,2.506307
6:05:07 PM,0.050671,2.506331
6:05:09 PM,0.05067,2.506356
6:05:11 PM,0.050673,2.506377
6:05:13 PM,0.050671,2.506243
6:05:14 PM,0.050718,2.566137
6:05:16 PM,0.056432,2.826089
6:05:18 PM,0.059116,2.922015
6:05:19 PM,0.059121,2.922177
6:05:21 PM,0.059121,2.922121
6:05:23 PM,0.059121,2.922113
6:05:25 PM,0.059151,2.923297
6:05:26 PM,0.059152,2.923247
6:05:28 PM,0.059153,2.923478
6:05:30 PM,0.059155,2.923443
6:05:31 PM,0.059155,2.923445
6:05:33 PM,0.059157,2.924019
6:05:35 PM,0.059168,2.924101
6:05:36 PM,0.059154,2.923243
6:05:38 PM,0.059158,2.923369
6:05:40 PM,0.059157,2.923389
6:05:42 PM,0.059157,2.923375
6:05:43 PM,0.05916,2.923472
6:05:45 PM,0.059158,2.92323
6:05:47 PM,0.059157,2.923238
6:05:48 PM,0.059158,2.923184
6:05:50 PM,0.059158,2.923176
6:05:52 PM,0.059158,2.923468
6:05:53 PM,0.059159,2.923261
6:05:55 PM,0.059157,2.923262
6:05:57 PM,0.059156,2.923155
6:05:59 PM,0.059164,2.923696
6:06:00 PM,0.059169,2.923649
6:06:02 PM,0.059169,2.923664
6:06:04 PM,0.05917,2.923635
6:06:05 PM,0.059197,2.981477
6:06:07 PM,0.064705,3.240142
6:06:09 PM,0.067564,3.335078
6:06:11 PM,0.067564,3.334975
6:06:12 PM,0.067564,3.334883
6:06:14 PM,0.067565,3.334905
6:06:16 PM,0.067607,3.336785
6:06:17 PM,0.0676,3.336168
6:06:19 PM,0.06759,3.335951
6:06:21 PM,0.067582,3.335345
6:06:22 PM,0.067584,3.335201
6:06:24 PM,0.067581,3.335279
6:06:26 PM,0.067578,3.334663
6:06:28 PM,0.067573,3.334621
6:06:29 PM,0.067572,3.334447
6:06:31 PM,0.06757,3.33451
6:06:33 PM,0.067572,3.334526
6:06:34 PM,0.067572,3.334515
6:06:36 PM,0.067571,3.334524
6:06:38 PM,0.067571,3.334448
6:06:39 PM,0.067574,3.334471
6:06:41 PM,0.067572,3.334649
6:06:43 PM,0.067576,3.334435
6:06:45 PM,0.067576,3.334851
6:06:46 PM,0.067579,3.33469
6:06:48 PM,0.067581,3.334645
6:06:50 PM,0.067575,3.334457
6:06:51 PM,0.067579,3.334506
6:06:53 PM,0.067582,3.334662
6:06:55 PM,0.067581,3.334664
6:06:57 PM,0.067607,3.386848
6:06:58 PM,0.073238,3.647168
6:07:00 PM,0.075986,3.744253
6:07:02 PM,0.075984,3.744263
6:07:03 PM,0.075986,3.744195
6:07:05 PM,0.075989,3.744397
6:07:07 PM,0.076034,3.746544
6:07:08 PM,0.076041,3.74657
6:07:10 PM,0.076038,3.746689
6:07:12 PM,0.076042,3.746759
6:07:14 PM,0.076044,3.746741
6:07:15 PM,0.076046,3.746722
6:07:17 PM,0.076048,3.746809
6:07:19 PM,0.07605,3.746684
6:07:20 PM,0.07605,3.746638
6:07:22 PM,0.07605,3.746794
6:07:24 PM,0.076051,3.746682
6:07:25 PM,0.076056,3.74694
6:07:27 PM,0.076057,3.746878
6:07:29 PM,0.07606,3.746951
6:07:31 PM,0.076067,3.747345
6:07:32 PM,0.076071,3.74693
6:07:34 PM,0.076056,3.7468
6:07:36 PM,0.076058,3.746964
6:07:37 PM,0.076059,3.746915
6:07:39 PM,0.076056,3.746622
6:07:41 PM,0.076056,3.74664
6:07:42 PM,0.076062,3.746839
6:07:44 PM,0.076057,3.74672
6:07:46 PM,0.076058,3.746869
6:07:48 PM,0.076061,3.809315
6:07:49 PM,0.082037,4.074502
6:07:51 PM,0.08464,4.167221
6:07:53 PM,0.084642,4.167178
6:07:54 PM,0.084643,4.167152
6:07:56 PM,0.084646,4.167099
6:07:58 PM,0.084693,4.169253
6:08:00 PM,0.084693,4.169271
6:08:01 PM,0.084697,4.169257
6:08:03 PM,0.084698,4.16927
6:08:05 PM,0.084699,4.169421
6:08:06 PM,0.0847,4.169253
6:08:08 PM,0.084702,4.169317
6:08:10 PM,0.084702,4.169378
6:08:11 PM,0.084688,4.168597
6:08:13 PM,0.084693,4.168332
6:08:15 PM,0.084687,4.168533
6:08:17 PM,0.084686,4.168334
6:08:18 PM,0.084686,4.168349
6:08:20 PM,0.084685,4.16827
6:08:22 PM,0.084685,4.168286
6:08:23 PM,0.084686,4.168328
6:08:25 PM,0.084686,4.168316
6:08:27 PM,0.084685,4.168358
6:08:28 PM,0.08469,4.168492
6:08:30 PM,0.084694,4.168792
6:08:32 PM,0.084694,4.168723
6:08:34 PM,0.084698,4.168808
6:08:35 PM,0.084699,4.168747
6:08:37 PM,0.084699,4.168858
6:08:39 PM,0.084712,4.228082
6:08:40 PM,0.088842,4.377831
6:08:42 PM,0.088847,4.377789
6:08:44 PM,0.088846,4.377666
6:08:46 PM,0.088844,4.377509
6:08:47 PM,0.088843,4.377507
6:08:49 PM,0.088843,4.377658
6:08:51 PM,0.088847,4.377598
6:08:52 PM,0.088845,4.377521
6:08:54 PM,0.088844,4.37738
6:08:56 PM,0.088842,4.377443
6:08:57 PM,0.088841,4.377295
6:08:59 PM,0.088839,4.377248
6:09:01 PM,0.088837,4.377162
6:09:03 PM,0.088836,4.377039
6:09:04 PM,0.088834,4.376953
6:09:06 PM,0.088832,4.376844
6:09:08 PM,0.088831,4.376871
6:09:09 PM,0.08883,4.376789
