Longitud,Amplitud
241.09,-14.35
241.35,21.65
241.62,1.65
241.89,-5.35
242.16,-3.35
242.43,2.65
242.7,6.65
242.97,12.65
243.24,-9.35
243.51,-12.35
243.77,-2.35
244.04,8.65
244.31,11.65
244.58,4.65
244.85,-1.35
245.12,-0.35
245.39,13.65
245.66,2.65
245.93,3.65
246.19,-27.35
246.46,-12.35
246.73,-6.35
247,-3.35
247.27,5.65
247.54,-9.35
247.81,-4.35
248.07,1.65
248.34,31.65
248.61,16.65
248.88,0.65
249.15,-9.35
249.42,-11.35
249.69,4.65
249.96,9.65
250.22,-0.35
250.49,-8.35
250.76,10.65
251.03,5.65
251.3,7.65
251.57,1.65
251.84,-1.35
252.1,0.65
252.37,9.65
252.64,-7.35
252.91,2.65
253.18,2.65
253.45,7.65
253.72,5.65
253.98,16.65
254.25,8.65
254.52,-8.35
254.79,-6.35
255.06,-7.35
255.33,-7.35
255.59,3.65
255.86,13.65
256.13,8.65
256.4,15.65
256.67,9.65
256.94,-1.35
257.2,7.65
257.47,4.65
257.74,-17.35
258.01,-13.35
258.28,4.65
258.55,-4.35
258.81,7.65
259.08,-2.35
259.35,7.65
259.62,10.65
259.89,-15.35
260.16,-15.35
260.42,11.65
260.69,-2.35
260.96,5.65
261.23,-4.35
261.5,14.65
261.76,10.65
262.03,13.65
262.3,15.65
262.57,15.65
262.84,17.65
263.11,6.65
263.37,-3.35
263.64,7.65
263.91,7.65
264.18,-5.35
264.45,-5.35
264.71,-0.35
264.98,14.65
265.25,2.65
265.52,-5.35
265.79,3.65
266.05,8.65
266.32,18.65
266.59,-0.35
266.86,7.65
267.13,3.65
267.39,6.65
267.66,4.65
267.93,-1.35
268.2,15.65
268.47,12.65
268.73,13.65
269,4.65
269.27,14.65
269.54,-4.35
269.81,-16.35
270.07,-12.35
270.34,-3.35
270.61,-12.35
270.88,7.65
271.14,0.65
271.41,4.65
271.68,1.65
271.95,1.65
272.22,-11.35
272.48,4.65
272.75,-18.35
273.02,5.65
273.29,-0.35
273.55,-15.35
273.82,-16.35
274.09,-15.35
274.36,-9.35
274.62,17.65
274.89,2.65
275.16,-0.35
275.43,-0.35
275.7,6.65
275.96,-2.35
276.23,-17.35
276.5,-12.35
276.77,-2.35
277.03,-5.35
277.3,13.65
277.57,11.65
277.84,-11.35
278.1,3.65
278.37,3.65
278.64,-3.35
278.91,-3.35
279.17,10.65
279.44,14.65
279.71,7.65
279.98,1.65
280.24,6.65
280.51,10.65
280.78,6.65
281.05,11.65
281.31,17.65
281.58,-2.35
281.85,-11.35
282.12,-6.35
282.38,8.65
282.65,23.65
282.92,15.65
283.19,12.65
283.45,-2.35
283.72,-7.35
283.99,5.65
284.25,-2.35
284.52,5.65
284.79,-8.35
285.06,1.65
285.32,2.65
285.59,-16.35
285.86,4.65
286.13,10.65
286.39,4.65
286.66,5.65
286.93,-1.35
287.19,16.65
287.46,-4.35
287.73,6.65
288,4.65
288.26,12.65
288.53,2.65
288.8,13.65
289.06,21.65
289.33,7.65
289.6,-0.35
289.87,-3.35
290.13,-16.35
290.4,0.65
290.67,10.65
290.93,-14.35
291.2,-6.35
291.47,-2.35
291.74,2.65
292,-2.35
292.27,4.65
292.54,6.65
292.8,8.65
293.07,-1.35
293.34,-12.35
293.6,-6.35
293.87,-1.35
294.14,16.65
294.41,2.65
294.67,11.65
294.94,-5.35
295.21,-15.35
295.47,-1.35
295.74,7.65
296.01,-3.35
296.27,-1.35
296.54,-11.35
296.81,1.65
297.07,-6.35
297.34,-14.35
297.61,-2.35
297.87,-7.35
298.14,-5.35
298.41,8.65
298.67,9.65
298.94,2.65
299.21,4.65
299.47,-1.35
299.74,7.65
300.01,1.65
300.27,9.65
300.54,-1.35
300.81,-8.35
301.07,7.65
301.34,-4.35
301.61,-11.35
301.87,-17.35
302.14,-14.35
302.41,-1.35
302.67,10.65
302.94,10.65
303.21,-19.35
303.47,-16.35
303.74,1.65
304.01,-1.35
304.27,30.65
304.54,-4.35
304.81,10.65
305.07,-4.35
305.34,5.65
305.61,17.65
305.87,0.65
306.14,-2.35
306.41,12.65
306.67,2.65
306.94,-2.35
307.21,-2.35
307.47,2.65
307.74,-7.35
308.01,0.65
308.27,16.65
308.54,6.65
308.8,1.65
309.07,2.65
309.34,4.65
309.6,3.65
309.87,0.65
310.14,-3.35
310.4,-13.35
310.67,-0.35
310.93,-1.35
311.2,-8.35
311.47,-11.35
311.73,9.65
312,9.65
312.27,2.65
312.53,3.65
312.8,-1.35
313.06,7.65
313.33,0.65
313.6,-12.35
313.86,2.65
314.13,-3.35
314.4,2.65
314.66,8.65
314.93,12.65
315.19,4.65
315.46,-10.35
315.73,-13.35
315.99,14.65
316.26,-3.35
316.52,-7.35
316.79,3.65
317.06,-1.35
317.32,-4.35
317.59,-5.35
317.86,1.65
318.12,-11.35
318.39,-3.35
318.65,-6.35
318.92,4.65
319.19,1.65
319.45,18.65
319.72,14.65
319.98,27.65
320.25,11.65
320.52,-5.35
320.78,9.65
321.05,5.65
321.31,19.65
321.58,2.65
321.84,-2.35
322.11,24.65
322.38,20.65
322.64,13.65
322.91,-4.35
323.17,5.65
323.44,-0.35
323.71,0.65
323.97,-2.35
324.24,-2.35
324.5,0.65
324.77,-6.35
325.03,6.65
325.3,-3.35
325.57,0.65
325.83,21.65
326.1,5.65
326.36,-9.35
326.63,-14.35
326.89,-0.35
327.16,15.65
327.43,19.65
327.69,7.65
327.96,7.65
328.22,6.65
328.49,0.65
328.75,-2.35
329.02,7.65
329.29,6.65
329.55,-4.35
329.82,0.65
330.08,8.65
330.35,1.65
330.61,2.65
330.88,12.65
331.14,0.65
331.41,-3.35
331.68,12.65
331.94,18.65
332.21,2.65
332.47,3.65
332.74,4.65
333,11.65
333.27,-12.35
333.53,13.65
333.8,-1.35
334.06,-7.35
334.33,10.65
334.6,14.65
334.86,1.65
335.13,1.65
335.39,13.65
335.66,20.65
335.92,9.65
336.19,11.65
336.45,8.65
336.72,9.65
336.98,2.65
337.25,10.65
337.51,-5.35
337.78,-3.35
338.05,3.65
338.31,10.65
338.58,7.65
338.84,-8.35
339.11,6.65
339.37,12.65
339.64,11.65
339.9,15.65
340.17,-2.35
340.43,-5.35
340.7,0.65
340.96,11.65
341.23,11.65
341.49,13.65
341.76,-5.35
342.02,2.65
342.29,-0.35
342.55,7.65
342.82,-3.35
343.08,-17.35
343.35,-1.35
343.61,4.65
343.88,16.65
344.14,13.65
344.41,9.65
344.67,2.65
344.94,4.65
345.2,1.65
345.47,0.65
345.73,12.65
346,3.65
346.26,11.65
346.53,16.65
346.79,20.65
347.06,15.65
347.32,-14.35
347.59,2.65
347.85,8.65
348.12,4.65
348.38,-3.35
348.65,11.65
348.91,12.65
349.18,4.65
349.44,11.65
349.71,20.65
349.97,8.65
350.24,-7.35
350.5,-14.35
350.77,12.65
351.03,-4.35
351.3,-1.35
351.56,-3.35
351.83,15.65
352.09,9.65
352.36,9.65
352.62,3.65
352.89,-4.35
353.15,14.65
353.41,11.65
353.68,-3.35
353.94,11.65
354.21,6.65
354.47,8.65
354.74,-0.35
355,-1.35
355.27,18.65
355.53,14.65
355.8,-0.35
356.06,19.65
356.33,12.65
356.59,7.65
356.86,14.65
357.12,10.65
357.38,16.65
357.65,8.65
357.91,7.65
358.18,14.65
358.44,-1.35
358.71,-1.35
358.97,-3.35
359.24,11.65
359.5,1.65
359.76,8.65
360.03,6.65
360.29,3.65
360.56,7.65
360.82,10.65
361.09,19.65
361.35,34.65
361.62,4.65
361.88,9.65
362.14,14.65
362.41,14.65
362.67,14.65
362.94,2.65
363.2,-8.35
363.47,-12.35
363.73,-15.35
364,13.65
364.26,2.65
364.52,12.65
364.79,-2.35
365.05,-8.35
365.32,-8.35
365.58,9.65
365.85,7.65
366.11,9.65
366.37,-7.35
366.64,0.65
366.9,-0.35
367.17,-4.35
367.43,5.65
367.69,-8.35
367.96,2.65
368.22,-3.35
368.49,-10.35
368.75,-1.35
369.02,-3.35
369.28,-1.35
369.54,14.65
369.81,-6.35
370.07,8.65
370.34,-8.35
370.6,-7.35
370.86,-5.35
371.13,3.65
371.39,-0.35
371.66,-1.35
371.92,9.65
372.18,6.65
372.45,3.65
372.71,-21.35
372.98,-12.35
373.24,0.65
373.5,3.65
373.77,1.65
374.03,8.65
374.3,0.65
374.56,6.65
374.82,4.65
375.09,-3.35
375.35,-11.35
375.62,-6.35
375.88,10.65
376.14,-9.35
376.41,-0.35
376.67,16.65
376.93,20.65
377.2,2.65
377.46,5.65
377.73,0.65
377.99,8.65
378.25,8.65
378.52,7.65
378.78,16.65
379.05,-9.35
379.31,3.65
379.57,-1.35
379.84,-1.35
380.1,14.65
380.36,12.65
380.63,6.65
380.89,-4.35
381.15,-11.35
381.42,11.65
381.68,12.65
381.95,0.65
382.21,-16.35
382.47,11.65
382.74,14.65
383,3.65
383.26,15.65
383.53,7.65
383.79,8.65
384.05,22.65
384.32,14.65
384.58,-1.35
384.85,12.65
385.11,-2.35
385.37,16.65
385.64,9.65
385.9,6.65
386.16,4.65
386.43,6.65
386.69,12.65
386.95,8.65
387.22,14.65
387.48,13.65
387.74,-8.35
388.01,8.65
388.27,13.65
388.53,-6.35
388.8,-0.35
389.06,-0.35
389.32,9.65
389.59,18.65
389.85,14.65
390.11,18.65
390.38,1.65
390.64,6.65
390.9,14.65
391.17,21.65
391.43,24.65
391.69,23.65
391.96,17.65
392.22,31.65
392.48,-14.35
392.75,-1.35
393.01,15.65
393.27,11.65
393.54,9.65
393.8,15.65
394.06,14.65
394.33,-3.35
394.59,6.65
394.85,3.65
395.12,-11.35
395.38,8.65
395.64,5.65
395.91,20.65
396.17,7.65
396.43,-9.35
396.7,-0.35
396.96,-3.35
397.22,-4.35
397.48,15.65
397.75,12.65
398.01,4.65
398.27,12.65
398.54,14.65
398.8,17.65
399.06,11.65
399.33,9.65
399.59,-7.35
399.85,-6.35
400.11,-7.35
400.38,-3.35
400.64,3.65
400.9,13.65
401.17,7.65
401.43,7.65
401.69,39.65
401.96,19.65
402.22,11.65
402.48,25.65
402.74,24.65
403.01,10.65
403.27,11.65
403.53,-2.35
403.8,20.65
404.06,10.65
404.32,10.65
404.58,16.65
404.85,28.65
405.11,-11.35
405.37,-3.35
405.64,14.65
405.9,10.65
406.16,-12.35
406.42,8.65
406.69,11.65
406.95,-2.35
407.21,3.65
407.47,8.65
407.74,2.65
408,-0.35
408.26,-10.35
408.53,0.65
408.79,19.65
409.05,23.65
409.31,16.65
409.58,6.65
409.84,-6.35
410.1,2.65
410.36,13.65
410.63,14.65
410.89,11.65
411.15,-1.35
411.41,0.65
411.68,11.65
411.94,4.65
412.2,8.65
412.46,16.65
412.73,20.65
412.99,24.65
413.25,24.65
413.51,11.65
413.78,15.65
414.04,19.65
414.3,3.65
414.56,9.65
414.83,10.65
415.09,9.65
415.35,6.65
415.61,14.65
415.88,18.65
416.14,29.65
416.4,7.65
416.66,10.65
416.93,-2.35
417.19,4.65
417.45,6.65
417.71,15.65
417.98,5.65
418.24,-3.35
418.5,-0.35
418.76,16.65
419.02,17.65
419.29,6.65
419.55,13.65
419.81,13.65
420.07,-8.35
420.34,-1.35
420.6,13.65
420.86,0.65
421.12,8.65
421.38,15.65
421.65,6.65
421.91,-0.35
422.17,4.65
422.43,1.65
422.7,2.65
422.96,1.65
423.22,0.65
423.48,13.65
423.74,16.65
424.01,14.65
424.27,20.65
424.53,26.65
424.79,5.65
425.05,9.65
425.32,8.65
425.58,10.65
425.84,14.65
426.1,20.65
426.36,30.65
426.63,12.65
426.89,-5.35
427.15,16.65
427.41,2.65
427.67,24.65
427.94,21.65
428.2,14.65
428.46,-3.35
428.72,7.65
428.98,-0.35
429.25,-8.35
429.51,7.65
429.77,15.65
430.03,12.65
430.29,21.65
430.56,-1.35
430.82,10.65
431.08,-12.35
431.34,-4.35
431.6,6.65
431.87,-0.35
432.13,-7.35
432.39,-3.35
432.65,-2.35
432.91,11.65
433.17,20.65
433.44,28.65
433.7,3.65
433.96,-9.35
434.22,20.65
434.48,23.65
434.74,26.65
435.01,26.65
435.27,14.65
435.53,24.65
435.79,11.65
436.05,3.65
436.31,7.65
436.58,4.65
436.84,16.65
437.1,1.65
437.36,4.65
437.62,6.65
437.88,13.65
438.15,6.65
438.41,12.65
438.67,17.65
438.93,23.65
439.19,26.65
439.45,32.65
439.72,18.65
439.98,-9.35
440.24,0.65
440.5,19.65
440.76,17.65
441.02,0.65
441.28,11.65
441.55,20.65
441.81,15.65
442.07,14.65
442.33,2.65
442.59,8.65
442.85,1.65
443.11,6.65
443.38,9.65
443.64,8.65
443.9,18.65
444.16,6.65
444.42,10.65
444.68,27.65
444.94,0.65
445.21,0.65
445.47,14.65
445.73,12.65
445.99,18.65
446.25,14.65
446.51,15.65
446.77,-2.35
447.04,1.65
447.3,-0.35
447.56,18.65
447.82,15.65
448.08,10.65
448.34,11.65
448.6,11.65
448.86,19.65
449.12,4.65
449.39,16.65
449.65,7.65
449.91,6.65
450.17,11.65
450.43,5.65
450.69,-3.35
450.95,-1.35
451.21,21.65
451.48,12.65
451.74,9.65
452,-4.35
452.26,11.65
452.52,7.65
452.78,11.65
453.04,9.65
453.3,24.65
453.56,32.65
453.83,13.65
454.09,16.65
454.35,12.65
454.61,9.65
454.87,6.65
455.13,11.65
455.39,12.65
455.65,1.65
455.91,11.65
456.17,10.65
456.43,17.65
456.7,5.65
456.96,3.65
457.22,0.65
457.48,8.65
457.74,3.65
458,11.65
458.26,6.65
458.52,2.65
458.78,15.65
459.04,13.65
459.3,31.65
459.57,20.65
459.83,25.65
460.09,15.65
460.35,7.65
460.61,15.65
460.87,14.65
461.13,14.65
461.39,6.65
461.65,16.65
461.91,9.65
462.17,1.65
462.43,22.65
462.69,8.65
462.96,-1.35
463.22,14.65
463.48,12.65
463.74,12.65
464,13.65
464.26,13.65
464.52,20.65
464.78,25.65
465.04,-0.35
465.3,4.65
465.56,18.65
465.82,12.65
466.08,3.65
466.34,-0.35
466.6,16.65
466.86,15.65
467.13,24.65
467.39,19.65
467.65,9.65
467.91,-3.35
468.17,4.65
468.43,2.65
468.69,11.65
468.95,6.65
469.21,22.65
469.47,17.65
469.73,26.65
469.99,19.65
470.25,10.65
470.51,17.65
470.77,14.65
471.03,14.65
471.29,10.65
471.55,-1.35
471.81,2.65
472.07,-1.35
472.33,11.65
472.6,7.65
472.86,6.65
473.12,19.65
473.38,25.65
473.64,8.65
473.9,0.65
474.16,-14.35
474.42,10.65
474.68,19.65
474.94,17.65
475.2,20.65
475.46,4.65
475.72,3.65
475.98,4.65
476.24,32.65
476.5,21.65
476.76,17.65
477.02,19.65
477.28,17.65
477.54,25.65
477.8,29.65
478.06,5.65
478.32,7.65
478.58,17.65
478.84,20.65
479.1,17.65
479.36,24.65
479.62,8.65
479.88,8.65
480.14,17.65
480.4,4.65
480.66,6.65
480.92,0.65
481.18,7.65
481.44,5.65
481.7,3.65
481.96,0.65
482.22,6.65
482.48,20.65
482.74,20.65
483,9.65
483.26,6.65
483.52,3.65
483.78,23.65
484.04,22.65
484.3,25.65
484.56,26.65
484.82,30.65
485.08,3.65
485.34,14.65
485.6,21.65
485.86,4.65
486.12,21.65
486.38,16.65
486.64,25.65
486.9,22.65
487.16,18.65
487.42,4.65
487.68,5.65
487.94,15.65
488.2,22.65
488.46,9.65
488.72,5.65
488.98,2.65
489.24,7.65
489.5,22.65
489.76,2.65
490.02,-11.35
490.28,17.65
490.54,29.65
490.8,24.65
491.06,21.65
491.32,8.65
491.58,8.65
491.84,8.65
492.1,10.65
492.36,14.65
492.62,26.65
492.87,26.65
493.13,27.65
493.39,8.65
493.65,19.65
493.91,15.65
494.17,13.65
494.43,19.65
494.69,-1.35
494.95,10.65
495.21,16.65
495.47,26.65
495.73,15.65
495.99,3.65
496.25,7.65
496.51,9.65
496.77,3.65
497.03,18.65
497.29,6.65
497.55,11.65
497.81,0.65
498.07,4.65
498.33,16.65
498.58,1.65
498.84,2.65
499.1,5.65
499.36,18.65
499.62,21.65
499.88,28.65
500.14,2.65
500.4,-0.35
500.66,21.65
500.92,20.65
501.18,27.65
501.44,14.65
501.7,2.65
501.96,-0.35
502.22,2.65
502.47,25.65
502.73,11.65
502.99,25.65
503.25,15.65
503.51,3.65
503.77,14.65
504.03,23.65
504.29,23.65
504.55,7.65
504.81,10.65
505.07,19.65
505.33,24.65
505.59,21.65
505.85,25.65
506.1,19.65
506.36,-0.35
506.62,-9.35
506.88,0.65
507.14,16.65
507.4,12.65
507.66,26.65
507.92,19.65
508.18,14.65
508.44,9.65
508.7,10.65
508.95,14.65
509.21,9.65
509.47,18.65
509.73,20.65
509.99,13.65
510.25,19.65
510.51,11.65
510.77,-9.35
511.03,11.65
511.29,14.65
511.54,23.65
511.8,5.65
512.06,10.65
512.32,34.65
512.58,11.65
512.84,8.65
513.1,6.65
513.36,2.65
513.62,15.65
513.88,-4.35
514.13,8.65
514.39,21.65
514.65,6.65
514.91,-4.35
515.17,11.65
515.43,20.65
515.69,20.65
515.95,22.65
516.2,18.65
516.46,8.65
516.72,4.65
516.98,16.65
517.24,23.65
517.5,12.65
517.76,-2.35
518.02,2.65
518.28,24.65
518.53,22.65
518.79,23.65
519.05,16.65
519.31,40.65
519.57,12.65
519.83,13.65
520.09,11.65
520.34,30.65
520.6,12.65
520.86,-2.35
521.12,-5.35
521.38,28.65
521.64,23.65
521.9,7.65
522.16,7.65
522.41,6.65
522.67,4.65
522.93,4.65
523.19,8.65
523.45,11.65
523.71,11.65
523.97,-1.35
524.22,9.65
524.48,3.65
524.74,0.65
525,1.65
525.26,9.65
525.52,14.65
525.77,14.65
526.03,12.65
526.29,6.65
526.55,6.65
526.81,0.65
527.07,15.65
527.33,10.65
527.58,5.65
527.84,24.65
528.1,19.65
528.36,8.65
528.62,18.65
528.88,21.65
529.13,16.65
529.39,7.65
529.65,5.65
529.91,9.65
530.17,3.65
530.43,21.65
530.68,34.65
530.94,18.65
531.2,14.65
531.46,19.65
531.72,22.65
531.98,24.65
532.23,29.65
532.49,22.65
532.75,17.65
533.01,6.65
533.27,-4.35
533.52,9.65
533.78,13.65
534.04,26.65
534.3,21.65
534.56,29.65
534.82,18.65
535.07,14.65
535.33,-2.35
535.59,16.65
535.85,27.65
536.11,17.65
536.36,9.65
536.62,5.65
536.88,13.65
537.14,28.65
537.4,13.65
537.66,20.65
537.91,20.65
538.17,20.65
538.43,23.65
538.69,0.65
538.95,-1.35
539.2,-0.35
539.46,6.65
539.72,16.65
539.98,3.65
540.24,24.65
540.49,9.65
540.75,-3.35
541.01,0.65
541.27,17.65
541.52,28.65
541.78,13.65
542.04,17.65
542.3,12.65
542.56,11.65
542.81,11.65
543.07,5.65
543.33,20.65
543.59,11.65
543.85,11.65
544.1,2.65
544.36,2.65
544.62,15.65
544.88,15.65
545.14,16.65
545.39,6.65
545.65,4.65
545.91,24.65
546.17,17.65
546.42,10.65
546.68,7.65
546.94,-0.35
547.2,3.65
547.45,5.65
547.71,12.65
547.97,19.65
548.23,1.65
548.49,7.65
548.74,6.65
549,4.65
549.26,6.65
549.52,9.65
549.77,8.65
550.03,4.65
550.29,12.65
550.55,18.65
550.8,3.65
551.06,-7.35
551.32,0.65
551.58,13.65
551.83,7.65
552.09,13.65
552.35,8.65
552.61,3.65
552.87,0.65
553.12,11.65
553.38,6.65
553.64,23.65
553.9,14.65
554.15,-0.35
554.41,24.65
554.67,10.65
554.93,0.65
555.18,20.65
555.44,18.65
555.7,7.65
555.95,12.65
556.21,23.65
556.47,21.65
556.73,2.65
556.98,7.65
557.24,12.65
557.5,6.65
557.76,1.65
558.01,8.65
558.27,18.65
558.53,18.65
558.79,17.65
559.04,24.65
559.3,15.65
559.56,7.65
559.82,10.65
560.07,13.65
560.33,24.65
560.59,11.65
560.84,6.65
561.1,6.65
561.36,8.65
561.62,9.65
561.87,3.65
562.13,14.65
562.39,2.65
562.64,7.65
562.9,6.65
563.16,-11.35
563.42,1.65
563.67,9.65
563.93,11.65
564.19,28.65
564.44,33.65
564.7,6.65
564.96,6.65
565.22,18.65
565.47,15.65
565.73,18.65
565.99,19.65
566.24,27.65
566.5,-5.35
566.76,12.65
567.02,6.65
567.27,5.65
567.53,11.65
567.79,19.65
568.04,11.65
568.3,2.65
568.56,22.65
568.81,7.65
569.07,4.65
569.33,-5.35
569.59,9.65
569.84,9.65
570.1,15.65
570.36,-2.35
570.61,1.65
570.87,26.65
571.13,27.65
571.38,4.65
571.64,29.65
571.9,31.65
572.15,20.65
572.41,16.65
572.67,11.65
572.93,21.65
573.18,2.65
573.44,14.65
573.7,21.65
573.95,6.65
574.21,8.65
574.47,12.65
574.72,20.65
574.98,12.65
575.24,1.65
575.49,6.65
575.75,-3.35
576.01,3.65
576.26,7.65
576.52,14.65
576.78,-1.35
577.03,3.65
577.29,-3.35
577.55,8.65
577.8,5.65
578.06,5.65
578.32,14.65
578.57,16.65
578.83,12.65
579.09,25.65
579.34,6.65
579.6,-1.35
579.86,4.65
580.11,10.65
580.37,33.65
580.63,18.65
580.88,4.65
581.14,14.65
581.4,8.65
581.65,7.65
581.91,19.65
582.17,21.65
582.42,24.65
582.68,13.65
582.94,8.65
583.19,19.65
583.45,23.65
583.7,9.65
583.96,19.65
584.22,-7.35
584.47,5.65
584.73,4.65
584.99,12.65
585.24,14.65
585.5,-8.35
585.76,1.65
586.01,26.65
586.27,10.65
586.53,13.65
586.78,4.65
587.04,14.65
587.29,14.65
587.55,21.65
587.81,-0.35
588.06,2.65
588.32,7.65
588.58,14.65
588.83,16.65
589.09,9.65
589.35,26.65
589.6,16.65
589.86,19.65
590.11,11.65
590.37,17.65
590.63,1.65
590.88,1.65
591.14,19.65
591.4,-1.35
591.65,6.65
591.91,0.65
592.16,6.65
592.42,4.65
592.68,-8.35
592.93,7.65
593.19,2.65
593.44,16.65
593.7,16.65
593.96,12.65
594.21,7.65
594.47,18.65
594.73,25.65
594.98,12.65
595.24,-4.35
595.49,26.65
595.75,8.65
596.01,7.65
596.26,12.65
596.52,16.65
596.77,10.65
597.03,0.65
597.29,24.65
597.54,7.65
597.8,13.65
598.05,17.65
598.31,20.65
598.57,6.65
598.82,11.65
599.08,0.65
599.33,2.65
599.59,10.65
599.85,6.65
600.1,3.65
600.36,10.65
600.61,22.65
600.87,7.65
601.12,10.65
601.38,26.65
601.64,8.65
601.89,16.65
602.15,11.65
602.4,4.65
602.66,15.65
602.92,0.65
603.17,6.65
603.43,15.65
603.68,3.65
603.94,7.65
604.19,6.65
604.45,14.65
604.71,23.65
604.96,14.65
605.22,10.65
605.47,13.65
605.73,14.65
605.98,10.65
606.24,26.65
606.5,22.65
606.75,9.65
607.01,5.65
607.26,10.65
607.52,8.65
607.77,5.65
608.03,17.65
608.29,14.65
608.54,4.65
608.8,13.65
609.05,20.65
609.31,12.65
609.56,12.65
609.82,11.65
610.07,22.65
610.33,21.65
610.59,0.65
610.84,20.65
611.1,13.65
611.35,7.65
611.61,28.65
611.86,23.65
612.12,19.65
612.37,-2.35
612.63,-3.35
612.89,5.65
613.14,15.65
613.4,16.65
613.65,2.65
613.91,3.65
614.16,1.65
614.42,3.65
614.67,11.65
614.93,23.65
615.18,20.65
615.44,11.65
615.7,0.65
615.95,2.65
616.21,6.65
616.46,16.65
616.72,2.65
616.97,-3.35
617.23,1.65
617.48,22.65
617.74,16.65
617.99,22.65
618.25,16.65
618.5,20.65
618.76,8.65
619.01,7.65
619.27,2.65
619.53,6.65
619.78,15.65
620.04,10.65
620.29,11.65
620.55,27.65
620.8,12.65
621.06,19.65
621.31,20.65
621.57,13.65
621.82,14.65
622.08,11.65
622.33,11.65
622.59,18.65
622.84,13.65
623.1,10.65
623.35,13.65
623.61,5.65
623.86,15.65
624.12,15.65
624.37,14.65
624.63,14.65
624.88,11.65
625.14,7.65
625.39,13.65
625.65,-1.35
625.9,4.65
626.16,0.65
626.41,6.65
626.67,8.65
626.92,28.65
627.18,32.65
627.43,2.65
627.69,10.65
627.94,14.65
628.2,12.65
628.45,6.65
628.71,11.65
628.96,31.65
629.22,27.65
629.47,41.65
629.73,-0.35
629.98,15.65
630.24,21.65
630.49,11.65
630.75,25.65
631,28.65
631.26,12.65
631.51,4.65
631.77,8.65
632.02,5.65
632.28,15.65
632.53,26.65
632.79,17.65
633.04,19.65
633.3,26.65
