Tiempo,Corriente,Temperatura,Corriente2,,
585.1473395,0.0362036861,22.44,36.2036861,570,22.44
586.1667992,0.0362038016,22.5,36.2038016,571,22.5
587.1862705,0.0362041443,22.52,36.2041443,572,22.52
588.269249,0.0362038202,22.44,36.2038202,573,22.44
589.289179,0.0362039506,22.44,36.2039506,574,22.44
590.3615919,0.0362036973,22.52,36.2036973,575,22.52
591.3805514,0.0362037084,22.52,36.2037084,576,22.52
592.4002155,0.036204148,22.44,36.204148,577,22.44
593.4481761,0.0362039171,22.44,36.2039171,578,22.44
594.4676119,0.0362038128,22.44,36.2038128,579,22.44
595.4869714,0.0362039096,22.46,36.2039096,580,22.46
596.5319427,0.0362043417,22.4,36.2043417,581,22.4
597.5512361,0.0362042821,22.44,36.2042821,582,22.44
598.5709909,0.0362043306,22.44,36.2043306,583,22.44
599.5903857,0.0362042635,22.4,36.2042635,584,22.4
600.6096882,0.0362042896,22.44,36.2042896,585,22.44
601.6295197,0.036204569,22.44,36.204569,586,22.44
602.6486218,0.036204718,22.44,36.204718,587,22.44
603.6681116,0.0362047217,22.46,36.2047217,588,22.46
604.7596875,0.0362046584,22.44,36.2046584,589,22.44
605.7787838,0.0362047478,22.44,36.2047478,590,22.44
606.8569149,0.0362046658,22.44,36.2046658,591,22.44
607.8765425,0.0362045951,22.37,36.2045951,592,22.37
608.8956816,0.0362044796,22.36,36.2044796,593,22.36
609.940291,0.0362043157,22.35,36.2043157,594,22.35
610.9596816,0.0362043231,22.39,36.2043231,595,22.39
611.9791871,0.0362043902,22.46,36.2043902,596,22.46
613.0236193,0.0362043529,22.4,36.2043529,597,22.4
614.0432446,0.0362044647,22.46,36.2044647,598,22.46
615.062015,0.0362043641,22.4,36.2043641,599,22.4
616.0824779,0.0362044051,22.36,36.2044051,600,22.36
617.1021826,0.0362045466,22.43,36.2045466,601,22.43
618.1411576,0.0362047888,22.52,36.2047888,602,22.52
619.1604313,0.036204636,22.52,36.204636,603,22.52
620.179723,0.0362045206,22.56,36.2045206,604,22.56
621.2291798,0.0362046808,22.5,36.2046808,605,22.5
622.2492666,0.0362045913,22.56,36.2045913,606,22.56
623.2687351,0.0362047739,22.52,36.2047739,607,22.52
624.3204711,0.0362046845,22.5,36.2046845,608,22.5
625.3401848,0.0362045615,22.46,36.2045615,609,22.46
626.3598659,0.0362047068,22.44,36.2047068,610,22.44
627.3795165,0.0362045466,22.46,36.2045466,611,22.46
628.3992223,0.0362047143,22.46,36.2047143,612,22.46
629.4190239,0.0362047441,22.46,36.2047441,613,22.46
630.4378087,0.0362045131,22.56,36.2045131,614,22.56
631.4580128,0.0362041927,22.56,36.2041927,615,22.56
632.5395767,0.0362042747,22.5,36.2042747,616,22.5
633.559154,0.0362045206,22.44,36.2045206,617,22.44
634.6226143,0.0362044349,22.52,36.2044349,618,22.52
635.6424121,0.0362046062,22.46,36.2046062,619,22.46
636.6616954,0.0362048558,22.44,36.2048558,620,22.44
637.7176908,0.0362045876,22.46,36.2045876,621,22.46
638.7381253,0.03620461,22.5,36.20461,622,22.5
639.7578608,0.0362043604,22.46,36.2043604,623,22.46
640.815985,0.036204528,22.58,36.204528,624,22.58
641.8356154,0.0362043865,22.51,36.2043865,625,22.51
642.8554649,0.0362041853,22.46,36.2041853,626,22.46
643.9380395,0.0362043641,22.52,36.2043641,627,22.52
644.9574546,0.0362044721,22.58,36.2044721,628,22.58
646.0179446,0.03620461,22.47,36.20461,629,22.47
647.0377486,0.0362046957,22.56,36.2046957,630,22.56
648.0576995,0.0362047888,22.5,36.2047888,631,22.5
649.1106388,0.0362045578,22.44,36.2045578,632,22.44
650.1301794,0.0362047106,22.46,36.2047106,633,22.46
651.1499245,0.0362046062,22.59,36.2046062,634,22.59
652.1939786,0.036204975,22.59,36.204975,635,22.59
653.2139719,0.036205016,22.51,36.205016,636,22.51
654.2338355,0.0362050719,22.52,36.2050719,637,22.52
655.2753916,0.0362050458,22.52,36.2050458,638,22.52
656.2955251,0.0362051986,22.58,36.2051986,639,22.58
657.3154169,0.036205057,22.53,36.205057,640,22.53
658.3612409,0.0362052619,22.51,36.2052619,641,22.51
659.3805014,0.036205437,22.52,36.205437,642,22.52
660.4010559,0.0362053066,22.5,36.2053066,643,22.5
661.4451788,0.0362051576,22.46,36.2051576,644,22.46
662.4652686,0.036205288,22.46,36.205288,645,22.46
663.4844002,0.0362053737,22.5,36.2053737,646,22.5
664.5303263,0.0362051986,22.52,36.2051986,647,22.52
665.550922,0.0362051539,22.49,36.2051539,648,22.49
666.5698193,0.0362052097,22.5,36.2052097,649,22.5
667.6266065,0.0362052433,22.46,36.2052433,650,22.46
668.6500878,0.036205098,22.5,36.205098,651,22.5
669.6706752,0.0362052023,22.46,36.2052023,652,22.46
670.6901083,0.0362051203,22.46,36.2051203,653,22.46
671.7103114,0.0362050049,22.5,36.2050049,654,22.5
672.7558124,0.0362051352,22.46,36.2051352,655,22.46
673.7756144,0.0362052805,22.5,36.2052805,656,22.5
674.7955576,0.0362050645,22.5,36.2050645,657,22.5
675.8498836,0.0362052954,22.5,36.2052954,658,22.5
676.8700275,0.0362052209,22.46,36.2052209,659,22.46
677.8896183,0.0362054295,22.52,36.2054295,660,22.52
678.9407132,0.0362051427,22.56,36.2051427,661,22.56
679.9607119,0.0362055562,22.48,36.2055562,662,22.48
680.9805117,0.0362052768,22.46,36.2052768,663,22.46
681.9997729,0.0362053327,22.5,36.2053327,664,22.5
683.0195024,0.0362050347,22.46,36.2050347,665,22.46
684.039146,0.0362050011,22.46,36.2050011,666,22.46
685.059262,0.0362048521,22.5,36.2048521,667,22.5
686.0791984,0.0362046808,22.46,36.2046808,668,22.46
687.1229012,0.0362045913,22.47,36.2045913,669,22.47
688.1430484,0.0362043827,22.5,36.2043827,670,22.5
689.1623025,0.0362042188,22.46,36.2042188,671,22.46
690.2153024,0.0362039469,22.5,36.2039469,672,22.5
691.2347568,0.0362040847,22.52,36.2040847,673,22.52
692.2546307,0.0362040288,22.52,36.2040288,674,22.52
693.2999375,0.0362039357,22.46,36.2039357,675,22.46
694.3264269,0.0362040027,22.48,36.2040027,676,22.48
695.3462671,0.0362041965,22.46,36.2041965,677,22.46
696.3859626,0.0362042747,22.46,36.2042747,678,22.46
697.4050674,0.0362045094,22.46,36.2045094,679,22.46
698.4293291,0.0362042188,22.5,36.2042188,680,22.5
699.4491854,0.0362043492,22.5,36.2043492,681,22.5
700.468305,0.0362043231,22.46,36.2043231,682,22.46
701.4877972,0.0362046323,22.48,36.2046323,683,22.48
702.5079781,0.0362044684,22.5,36.2044684,684,22.5
703.5271713,0.0362044684,22.46,36.2044684,685,22.46
704.6139551,0.0362041182,22.46,36.2041182,686,22.46
705.6329164,0.0362041816,22.44,36.2041816,687,22.44
706.7059809,0.0362042449,22.46,36.2042449,688,22.46
707.7486934,0.0362041518,22.46,36.2041518,689,22.46
708.7686391,0.0362046547,22.49,36.2046547,690,22.49
709.8195407,0.0362045317,22.52,36.2045317,691,22.52
710.8396779,0.0362042114,22.46,36.2042114,692,22.46
711.9093318,0.0362044498,22.46,36.2044498,693,22.46
712.9281065,0.0362042635,22.46,36.2042635,694,22.46
713.9663939,0.0362042039,22.5,36.2042039,695,22.5
715.0236483,0.036204122,22.46,36.204122,696,22.46
716.0430778,0.0362042188,22.48,36.2042188,697,22.48
717.0626089,0.0362040251,22.46,36.2040251,698,22.46
718.114975,0.0362045839,22.56,36.2045839,699,22.56
719.1356729,0.0362045541,22.46,36.2045541,700,22.46
720.1551979,0.0362042039,22.46,36.2042039,701,22.46
721.2061994,0.0362041294,22.46,36.2041294,702,22.46
722.2260845,0.0362043045,22.56,36.2043045,703,22.56
723.2468765,0.0362044014,22.52,36.2044014,704,22.52
724.3046811,0.0362038277,22.58,36.2038277,705,22.58
725.3272878,0.0362038947,22.51,36.2038947,706,22.51
726.3468276,0.0362040363,22.5,36.2040363,707,22.5
727.4077892,0.0362041629,22.5,36.2041629,708,22.5
728.430246,0.0362042263,22.46,36.2042263,709,22.46
729.4504089,0.0362041704,22.46,36.2041704,710,22.46
730.4903476,0.0362042784,22.5,36.2042784,711,22.5
731.5101797,0.0362043604,22.46,36.2043604,712,22.46
732.5299104,0.0362044274,22.5,36.2044274,713,22.5
733.5748291,0.0362046249,22.46,36.2046249,714,22.46
734.5944056,0.0362045168,22.46,36.2045168,715,22.46
735.6134815,0.0362044945,22.5,36.2044945,716,22.5
736.6332341,0.0362046025,22.5,36.2046025,717,22.5
737.6520081,0.0362044721,22.5,36.2044721,718,22.5
738.7693794,0.0362044796,22.46,36.2044796,719,22.46
739.7896532,0.0362042225,22.46,36.2042225,720,22.46
740.8088291,0.0362040624,22.46,36.2040624,721,22.46
741.8280601,0.0362039208,22.46,36.2039208,722,22.46
742.8483319,0.0362042374,22.46,36.2042374,723,22.46
743.8677241,0.0362041741,22.5,36.2041741,724,22.5
744.8872039,0.0362042449,22.52,36.2042449,725,22.52
745.9067634,0.0362041443,22.44,36.2041443,726,22.44
746.9262076,0.0362040884,22.46,36.2040884,727,22.46
747.9462691,0.036204461,22.46,36.204461,728,22.46
748.9661619,0.0362042784,22.44,36.2042784,729,22.44
749.9865912,0.0362044088,22.5,36.2044088,730,22.5
751.0216078,0.0362042784,22.46,36.2042784,731,22.46
752.0403051,0.036204461,22.46,36.204461,732,22.46
753.0592721,0.036204487,22.46,36.204487,733,22.46
754.1076586,0.0362043343,22.46,36.2043343,734,22.46
755.1277668,0.0362045913,22.46,36.2045913,735,22.46
756.1479019,0.0362042114,22.5,36.2042114,736,22.5
757.2281926,0.0362047143,22.48,36.2047143,737,22.48
758.247289,0.0362048968,22.5,36.2048968,738,22.5
759.3298597,0.0362049862,22.52,36.2049862,739,22.52
760.3489508,0.036204759,22.46,36.204759,740,22.46
761.3687823,0.0362047851,22.52,36.2047851,741,22.52
762.412121,0.0362047292,22.58,36.2047292,742,22.58
763.4321284,0.0362047217,22.54,36.2047217,743,22.54
764.4515556,0.0362044647,22.46,36.2044647,744,22.46
765.5000823,0.0362044647,22.62,36.2044647,745,22.62
766.5196392,0.0362044908,22.51,36.2044908,746,22.51
767.5391033,0.0362047739,22.52,36.2047739,747,22.52
768.5888889,0.0362049788,22.5,36.2049788,748,22.5
769.6087187,0.0362046435,22.46,36.2046435,749,22.46
770.6283477,0.0362045727,22.45,36.2045727,750,22.45
771.6478746,0.0362046025,22.46,36.2046025,751,22.46
772.6676465,0.0362046845,22.46,36.2046845,752,22.46
773.6870076,0.0362046211,22.5,36.2046211,753,22.5
774.705881,0.0362048074,22.52,36.2048074,754,22.52
775.7256438,0.0362047776,22.44,36.2047776,755,22.44
776.7737442,0.0362046994,22.5,36.2046994,756,22.5
777.7940186,0.0362047515,22.46,36.2047515,757,22.46
778.8135164,0.0362049937,22.46,36.2049937,758,22.46
779.8592172,0.0362048968,22.46,36.2048968,759,22.46
780.8789407,0.0362044014,22.44,36.2044014,760,22.44
781.8992383,0.0362044423,22.44,36.2044423,761,22.44
782.918778,0.0362045727,22.46,36.2045727,762,22.46
783.9379076,0.0362045317,22.45,36.2045317,763,22.45
784.958238,0.0362042188,22.52,36.2042188,764,22.52
785.9779437,0.0362043417,22.52,36.2043417,765,22.52
786.9976642,0.0362043753,22.46,36.2043753,766,22.46
788.0737573,0.0362043567,22.44,36.2043567,767,22.44
789.0929558,0.0362045094,22.5,36.2045094,768,22.5
790.1637782,0.0362040437,22.46,36.2040437,769,22.46
791.1826833,0.0362044051,22.48,36.2044051,770,22.48
792.2025081,0.0362042672,22.4,36.2042672,771,22.4
793.2223541,0.03620442,22.44,36.20442,772,22.44
794.2415451,0.0362044759,22.44,36.2044759,773,22.44
795.2608121,0.0362048745,22.46,36.2048745,774,22.46
796.2802116,0.0362050123,22.44,36.2050123,775,22.44
797.3798586,0.0362048968,22.44,36.2048968,776,22.44
798.3992634,0.0362047441,22.46,36.2047441,777,22.46
799.4196005,0.0362047143,22.44,36.2047143,778,22.44
800.4641724,0.0362048707,22.44,36.2048707,779,22.44
801.4832353,0.0362047888,22.46,36.2047888,780,22.46
802.5039245,0.0362051874,22.46,36.2051874,781,22.46
803.5708066,0.0362052619,22.5,36.2052619,782,22.5
804.5905308,0.0362051837,22.48,36.2051837,783,22.48
805.6100342,0.0362054333,22.56,36.2054333,784,22.56
806.6767612,0.0362051315,22.52,36.2051315,785,22.52
807.6969233,0.0362052693,22.5,36.2052693,786,22.5
808.7168913,0.036205165,22.5,36.205165,787,22.5
809.7756095,0.036205247,22.5,36.205247,788,22.5
810.7951187,0.0362052246,22.51,36.2052246,789,22.51
811.8153477,0.0362050123,22.46,36.2050123,790,22.46
812.8711084,0.036205165,22.5,36.205165,791,22.5
813.8906879,0.0362051315,22.5,36.2051315,792,22.5
814.9097646,0.0362047553,22.5,36.2047553,793,22.5
815.9301458,0.0362047329,22.44,36.2047329,794,22.44
816.9502746,0.0362050719,22.46,36.2050719,795,22.46
817.982534,0.0362048782,22.53,36.2048782,796,22.53
819.001219,0.0362049341,22.46,36.2049341,797,22.46
820.0211623,0.0362048782,22.44,36.2048782,798,22.44
821.1062699,0.0362049303,22.46,36.2049303,799,22.46
822.1259981,0.0362049192,22.46,36.2049192,800,22.46
823.1898715,0.0362049303,22.44,36.2049303,801,22.44
824.2090605,0.0362049601,22.4,36.2049601,802,22.4
825.2281713,0.0362053066,22.44,36.2053066,803,22.44
826.2716981,0.0362049713,22.44,36.2049713,804,22.44
827.2915248,0.0362052097,22.44,36.2052097,805,22.44
828.3110527,0.0362050682,22.4,36.2050682,806,22.4
829.3657331,0.0362052507,22.36,36.2052507,807,22.36
830.3854835,0.0362053476,22.45,36.2053476,808,22.45
831.405059,0.0362053103,22.3,36.2053103,809,22.3
832.4530657,0.0362054705,22.39,36.2054705,810,22.39
833.472879,0.0362054854,22.46,36.2054854,811,22.46
834.4926671,0.0362053327,22.44,36.2053327,812,22.44
835.5551734,0.0362056046,22.44,36.2056046,813,22.44
836.5751375,0.0362057909,22.4,36.2057909,814,22.4
837.5944607,0.0362056493,22.44,36.2056493,815,22.44
838.6140281,0.0362060852,22.42,36.2060852,816,22.42
839.6336961,0.0362057201,22.44,36.2057201,817,22.44
840.6536822,0.036205966,22.44,36.205966,818,22.44
841.6734793,0.0362059213,22.44,36.2059213,819,22.44
842.6926582,0.0362057127,22.46,36.2057127,820,22.46
843.7710592,0.0362057276,22.5,36.2057276,821,22.5
844.7909415,0.0362054705,22.46,36.2054705,822,22.46
845.8604095,0.0362053774,22.36,36.2053774,823,22.36
846.8805786,0.0362053327,22.35,36.2053327,824,22.35
847.900182,0.0362056866,22.43,36.2056866,825,22.43
848.9845065,0.0362055674,22.44,36.2055674,826,22.44
850.003561,0.0362057313,22.46,36.2057313,827,22.46
851.0236627,0.0362055413,22.36,36.2055413,828,22.36
852.0429744,0.0362054631,22.43,36.2054631,829,22.43
853.0974873,0.0362053327,22.44,36.2053327,830,22.44
854.1179626,0.036205165,22.4,36.205165,831,22.4
855.1375721,0.0362056121,22.4,36.2056121,832,22.4
856.1831506,0.0362053029,22.4,36.2053029,833,22.4
857.2026945,0.0362051986,22.36,36.2051986,834,22.36
858.2228496,0.0362053513,22.36,36.2053513,835,22.36
859.2661802,0.0362048074,22.43,36.2048074,836,22.43
860.2850576,0.0362047143,22.5,36.2047143,837,22.5
861.3043439,0.0362045392,22.44,36.2045392,838,22.44
862.3674119,0.0362047255,22.44,36.2047255,839,22.44
863.3867606,0.0362047255,22.4,36.2047255,840,22.4
864.4058771,0.0362042076,22.36,36.2042076,841,22.36
865.4531975,0.0362043157,22.46,36.2043157,842,22.46
866.4722025,0.0362043343,22.44,36.2043343,843,22.44
867.4918045,0.0362043976,22.44,36.2043976,844,22.44
868.5681408,0.0362043306,22.44,36.2043306,845,22.44
869.5885184,0.0362046658,22.44,36.2046658,846,22.44
870.608186,0.0362050011,22.46,36.2050011,847,22.46
871.6280079,0.0362034849,22.44,36.2034849,848,22.44
