Tiempo,Corriente,Temperatura,Corriente2
313.6959175,0.0210397448,23.35,21.0397448
314.7157872,0.0210405979,23.4,21.0405979
315.7356538,0.0210401378,23.4,21.0401378
316.7552931,0.0210402943,23.36,21.0402943
317.7745355,0.0210412163,23.36,21.0412163
318.793679,0.0210414193,23.38,21.0414193
319.8135571,0.0210410412,23.4,21.0410412
320.9392825,0.0210407525,23.34,21.0407525
321.9617183,0.0210404023,23.34,21.0404023
323.0338621,0.0210408344,23.36,21.0408344
324.0539979,0.0210407357,23.36,21.0407357
325.0739289,0.0214617233,23.36,21.4617233
326.121065,0.0229957811,23.35,22.9957811
327.155762,0.0241351239,23.34,24.1351239
328.1757905,0.0244729556,23.34,24.4729556
329.2100291,0.0244732759,23.36,24.4732759
330.229755,0.0249069985,23.34,24.9069985
331.2495885,0.026057044,23.34,26.057044
332.3004287,0.0275816787,23.42,27.5816787
333.320424,0.0279068518,23.38,27.9068518
334.3399164,0.0287349168,23.4,28.7349168
335.3958084,0.0302793569,23.36,30.2793569
336.4148107,0.0313598327,23.4,31.3598327
337.4346731,0.0313599705,23.4,31.3599705
338.4836336,0.0313598252,23.42,31.3598252
339.5032818,0.0317946262,23.37,31.7946262
340.5225122,0.0333392769,23.42,33.3392769
341.5797187,0.0344738774,23.41,34.4738774
342.5991176,0.0347858518,23.36,34.7858518
343.6184435,0.0347863472,23.42,34.7863472
344.6700253,0.0347862131,23.43,34.7862131
345.6896933,0.034784682,23.41,34.784682
346.709385,0.0356052592,23.52,35.6052592
347.7596023,0.0362015813,23.4,36.2015813
348.7795901,0.036203254,23.42,36.203254
349.7992247,0.0362039878,23.41,36.2039878
350.8595707,0.0362043417,23.34,36.2043417
351.879642,0.0362049527,23.54,36.2049527
352.8996462,0.0362055897,23.41,36.2055897
353.9667787,0.0362060368,23.48,36.2060368
354.986114,0.0362048931,23.42,36.2048931
356.0058636,0.0362049601,23.41,36.2049601
357.0633376,0.0362060777,23.46,36.2060777
358.0832094,0.0362062193,23.37,36.2062193
359.1021285,0.0362065024,23.42,36.2065024
360.1208984,0.0362070426,23.47,36.2070426
361.1408742,0.036207702,23.47,36.207702
362.1650605,0.0362075529,23.46,36.2075529
363.184102,0.0362079776,23.47,36.2079776
364.2032579,0.0362078249,23.43,36.2078249
365.2819205,0.0362082198,23.47,36.2082198
366.3015101,0.0362080857,23.43,36.2080857
367.3210635,0.0362084731,23.43,36.2084731
368.3758446,0.0362082645,23.47,36.2082645
369.3960996,0.0362087041,23.49,36.2087041
370.4153713,0.0362089946,23.48,36.2089946
371.4667974,0.0362089425,23.41,36.2089425
372.486024,0.0362092517,23.48,36.2092517
373.5051212,0.0362094566,23.43,36.2094566
374.5553242,0.0362094715,23.43,36.2094715
375.5753112,0.0362095572,23.41,36.2095572
