Tiempo,Corriente,Voltaje
8:54:44 PM,0.000046,0.002718
8:54:46 PM,0.000046,0.002718
8:54:48 PM,0.000046,0.00272
8:54:50 PM,0.000046,0.002718
8:54:52 PM,0.000046,0.002718
8:54:54 PM,0.000045,0.00272
8:54:56 PM,0.000045,0.00272
8:54:58 PM,0.000045,0.002719
8:55:00 PM,0.000045,0.002718
8:55:02 PM,0.000045,0.002719
8:55:04 PM,0.000045,0.00272
8:55:06 PM,0.000045,0.002719
8:55:08 PM,0.000045,0.002717
8:55:10 PM,0.000045,0.002715
8:55:12 PM,0.000045,0.002713
8:55:14 PM,0.000045,0.002713
8:55:16 PM,0.000045,0.00271
8:55:18 PM,0.000045,0.002708
8:55:20 PM,0.000044,0.002706
8:55:22 PM,0.000044,0.002705
8:55:24 PM,0.000044,0.002703
8:55:26 PM,0.000044,0.002703
8:55:28 PM,0.000044,0.002701
8:55:30 PM,0.000044,0.002697
8:55:32 PM,0.000044,0.002696
8:55:34 PM,0.000044,0.002693
8:55:36 PM,0.000044,0.002695
8:55:38 PM,0.000044,0.002691
8:55:40 PM,0.000044,0.002691
8:55:42 PM,0.000044,0.002686
8:55:44 PM,0.000044,0.055765
8:55:46 PM,0.004273,0.343076
8:55:48 PM,0.006395,0.416263
8:55:50 PM,0.006395,0.416249
8:55:52 PM,0.006394,0.416234
8:55:54 PM,0.006394,0.416253
8:55:56 PM,0.006398,0.41647
8:55:58 PM,0.006398,0.416483
8:56:00 PM,0.006398,0.416468
8:56:02 PM,0.006397,0.41646
8:56:04 PM,0.006397,0.416461
8:56:06 PM,0.006398,0.416462
8:56:08 PM,0.006397,0.416459
8:56:10 PM,0.006397,0.416455
8:56:12 PM,0.006397,0.41646
8:56:14 PM,0.006397,0.416454
8:56:16 PM,0.006397,0.416454
8:56:18 PM,0.006397,0.416446
8:56:20 PM,0.006397,0.416453
8:56:22 PM,0.006397,0.41645
8:56:24 PM,0.006397,0.416458
8:56:26 PM,0.006396,0.416439
8:56:28 PM,0.006396,0.41644
8:56:30 PM,0.006396,0.416441
8:56:32 PM,0.006396,0.41644
8:56:34 PM,0.006396,0.416438
8:56:36 PM,0.006396,0.416451
8:56:38 PM,0.006396,0.416431
8:56:40 PM,0.006396,0.416432
8:56:42 PM,0.006396,0.416426
8:56:44 PM,0.006395,0.472782
8:56:46 PM,0.010643,0.731801
8:56:48 PM,0.012643,0.826874
8:56:50 PM,0.012643,0.826849
8:56:52 PM,0.012642,0.826832
8:56:54 PM,0.012642,0.826841
8:56:56 PM,0.012645,0.82726
8:56:58 PM,0.012649,0.827268
8:57:00 PM,0.012649,0.827261
8:57:02 PM,0.012649,0.827267
8:57:04 PM,0.012649,0.827258
