Tiempo,Voltaje,Corriente
1:07:20 PM,0.003776,0
1:07:22 PM,0.003776,0
1:07:24 PM,0.003776,0
1:07:26 PM,0.003775,0
1:07:28 PM,0.003775,0
1:07:31 PM,0.003775,0
1:07:33 PM,0.003774,0
1:07:35 PM,0.003773,0
1:07:37 PM,0.003774,0
1:07:40 PM,0.003773,0
1:07:42 PM,0.003773,0
1:07:44 PM,0.003774,0
1:07:46 PM,0.003775,0
1:07:48 PM,0.003774,0
1:07:51 PM,0.003773,0
1:07:53 PM,0.003773,0
1:07:55 PM,0.003773,0
1:07:57 PM,0.003772,0
1:07:59 PM,0.003771,0
1:08:02 PM,0.003772,0
1:08:04 PM,0.003772,0
1:08:06 PM,0.003773,0
1:08:08 PM,0.003773,0
1:08:11 PM,0.003772,0
1:08:13 PM,0.003771,0
1:08:15 PM,0.00377,0
1:08:17 PM,0.00377,0
1:08:19 PM,0.00377,0
1:08:22 PM,0.00377,0
1:08:24 PM,0.00377,0
1:08:26 PM,0.003767,0
1:08:28 PM,0.322574,0
1:08:31 PM,0.414502,0
1:08:33 PM,0.414474,0
1:08:35 PM,0.414482,0
1:08:37 PM,0.415081,0
1:08:40 PM,0.415132,0
1:08:42 PM,0.415142,0
1:08:44 PM,0.415064,0
1:08:46 PM,0.415082,0
1:08:48 PM,0.415075,0
1:08:51 PM,0.415105,0
1:08:53 PM,0.415077,0
1:08:55 PM,0.415078,0
1:08:57 PM,0.415084,0
1:08:59 PM,0.415061,0
1:09:02 PM,0.41511,0
1:09:04 PM,0.415078,0
1:09:06 PM,0.415094,0
1:09:08 PM,0.415078,0
1:09:11 PM,0.415106,0
1:09:13 PM,0.415092,0
1:09:15 PM,0.414988,0
1:09:17 PM,0.415119,0
1:09:19 PM,0.415125,0
1:09:22 PM,0.415166,0
1:09:24 PM,0.41518,0
1:09:26 PM,0.415185,0
1:09:28 PM,0.415136,0
1:09:31 PM,0.415122,0
1:09:33 PM,0.415275,0
1:09:35 PM,0.73631,0.008151
1:09:37 PM,0.826547,0.008213
1:09:39 PM,0.826501,0.008241
1:09:41 PM,0.825981,0.00821
1:09:44 PM,0.827711,0.008242
1:09:46 PM,0.827687,0.008277
1:09:48 PM,0.827731,0.008252
1:09:50 PM,0.827758,0.008236
1:09:53 PM,0.827738,0.008251
1:09:55 PM,0.827742,0.00823
1:09:57 PM,0.827714,0.008242
1:09:59 PM,0.827768,0.008232
1:10:01 PM,0.827684,0.008227
1:10:04 PM,0.827727,0.008254
1:10:06 PM,0.827637,0.008281
1:10:08 PM,0.827575,0.008217
1:10:10 PM,0.827626,0.008224
1:10:12 PM,0.827602,0.008255
1:10:15 PM,0.827673,0.008248
1:10:17 PM,0.827597,0.008227
1:10:19 PM,0.827565,0.008252
1:10:21 PM,0.82758,0.00827
1:10:24 PM,0.827561,0.008229
1:10:26 PM,0.827656,0.008243
1:10:28 PM,0.82758,0.008251
1:10:30 PM,0.827634,0.00823
1:10:32 PM,0.827546,0.00823
1:10:35 PM,0.827597,0.008252
1:10:37 PM,0.827552,0.008251
1:10:39 PM,0.826754,0.009521
1:10:41 PM,1.14972,0.012338
1:10:44 PM,1.23903,0.012363
1:10:46 PM,1.23905,0.012319
1:10:48 PM,1.23923,0.01237
1:10:50 PM,1.24089,0.012358
1:10:53 PM,1.24092,0.012351
1:10:55 PM,1.24084,0.012348
1:10:57 PM,1.24076,0.012331
1:10:59 PM,1.2408,0.012371
1:11:01 PM,1.24089,0.012365
1:11:04 PM,1.24063,0.012367
1:11:06 PM,1.24072,0.012358
1:11:08 PM,1.24114,0.01232
1:11:10 PM,1.24075,0.01234
1:11:13 PM,1.24086,0.012334
1:11:15 PM,1.24074,0.012369
1:11:17 PM,1.24074,0.012363
1:11:19 PM,1.24062,0.012345
1:11:21 PM,1.24068,0.012343
1:11:24 PM,1.24074,0.012362
1:11:26 PM,1.24069,0.012363
1:11:28 PM,1.24061,0.012359
1:11:30 PM,1.24086,0.012329
1:11:32 PM,1.24057,0.012332
1:11:35 PM,1.24066,0.01235
1:11:37 PM,1.24062,0.012354
1:11:39 PM,1.24069,0.012377
1:11:41 PM,1.24064,0.012372
1:11:44 PM,1.24061,0.012367
1:11:46 PM,1.2409,0.013656
1:11:48 PM,1.56389,0.016464
1:11:50 PM,1.65191,0.016492
1:11:53 PM,1.65204,0.016429
1:11:55 PM,1.65198,0.016453
1:11:57 PM,1.65432,0.016497
1:11:59 PM,1.65436,0.016469
1:12:01 PM,1.65427,0.016477
1:12:04 PM,1.65428,0.016481
1:12:06 PM,1.65427,0.016479
1:12:08 PM,1.65433,0.016504
1:12:10 PM,1.65426,0.016474
1:12:13 PM,1.6542,0.016494
1:12:15 PM,1.65422,0.016478
1:12:17 PM,1.65423,0.01648
1:12:19 PM,1.65425,0.016523
1:12:21 PM,1.65436,0.016498
1:12:24 PM,1.65423,0.016517
1:12:26 PM,1.65425,0.016491
1:12:28 PM,1.65424,0.016501
1:12:30 PM,1.65419,0.01649
1:12:32 PM,1.65425,0.016496
1:12:35 PM,1.65425,0.016523
1:12:37 PM,1.65423,0.016485
1:12:39 PM,1.65416,0.016513
1:12:41 PM,1.6544,0.016502
1:12:44 PM,1.65451,0.01649
1:12:46 PM,1.65448,0.016467
1:12:48 PM,1.65446,0.01648
1:12:50 PM,1.65448,0.016496
1:12:53 PM,1.65484,0.017827
1:12:55 PM,1.97849,0.020597
1:12:57 PM,2.06603,0.020611
1:12:59 PM,2.06604,0.020644
1:13:01 PM,2.06598,0.020612
1:13:04 PM,2.06904,0.020658
1:13:06 PM,2.06898,0.020633
1:13:08 PM,2.06901,0.020643
1:13:10 PM,2.06899,0.020619
1:13:13 PM,2.0693,0.020655
1:13:15 PM,2.06917,0.020632
1:13:17 PM,2.06919,0.02067
1:13:19 PM,2.06927,0.020657
1:13:21 PM,2.06914,0.020645
1:13:24 PM,2.06918,0.020636
1:13:26 PM,2.06914,0.020661
1:13:28 PM,2.06918,0.020638
1:13:30 PM,2.06908,0.020656
1:13:33 PM,2.06921,0.020661
1:13:35 PM,2.06909,0.020646
1:13:37 PM,2.06883,0.020635
1:13:39 PM,2.06872,0.020658
1:13:41 PM,2.06883,0.020651
1:13:44 PM,2.06882,0.020649
1:13:46 PM,2.06889,0.020636
1:13:48 PM,2.06872,0.020655
1:13:50 PM,2.06865,0.020629
1:13:52 PM,2.06869,0.020647
1:13:55 PM,2.06869,0.02064
1:13:57 PM,2.06844,0.020632
1:13:59 PM,2.06597,0.021922
1:14:01 PM,2.39252,0.024742
1:14:04 PM,2.47983,0.024778
1:14:06 PM,2.47999,0.024795
1:14:08 PM,2.47992,0.024753
1:14:10 PM,2.48354,0.024831
1:14:13 PM,2.48359,0.024811
1:14:15 PM,2.48372,0.024797
1:14:17 PM,2.48367,0.024805
1:14:19 PM,2.48358,0.024819
1:14:21 PM,2.48375,0.024828
1:14:24 PM,2.48375,0.024834
1:14:26 PM,2.48372,0.024801
1:14:28 PM,2.48388,0.024799
1:14:30 PM,2.48383,0.0248
1:14:32 PM,2.48389,0.024813
1:14:35 PM,2.48368,0.024835
1:14:37 PM,2.4836,0.024829
1:14:39 PM,2.48358,0.024829
1:14:41 PM,2.48353,0.024814
1:14:44 PM,2.48354,0.024848
1:14:46 PM,2.48355,0.024817
1:14:48 PM,2.48363,0.02481
1:14:50 PM,2.48361,0.024812
1:14:52 PM,2.48354,0.024776
1:14:55 PM,2.48347,0.02481
1:14:57 PM,2.48345,0.02482
1:14:59 PM,2.48378,0.024793
1:15:01 PM,2.48372,0.024804
1:15:04 PM,2.4836,0.024817
1:15:06 PM,2.48504,0.026158
1:15:08 PM,2.80953,0.028951
1:15:10 PM,2.89553,0.028924
1:15:13 PM,2.89658,0.028969
1:15:15 PM,2.89667,0.028952
1:15:17 PM,2.90072,0.029014
1:15:19 PM,2.90072,0.028993
1:15:21 PM,2.90083,0.029029
1:15:24 PM,2.90113,0.02901
1:15:26 PM,2.90118,0.029055
1:15:28 PM,2.90092,0.02901
1:15:30 PM,2.90091,0.028993
1:15:32 PM,2.90065,0.029029
1:15:35 PM,2.89932,0.029013
1:15:37 PM,2.89933,0.029
1:15:39 PM,2.89948,0.029011
1:15:41 PM,2.89952,0.029016
1:15:44 PM,2.89952,0.029034
1:15:46 PM,2.89982,0.029013
1:15:48 PM,2.89986,0.028999
1:15:50 PM,2.89967,0.028999
1:15:52 PM,2.89935,0.029005
1:15:55 PM,2.89977,0.029024
1:15:57 PM,2.89957,0.029014
1:15:59 PM,2.89923,0.029008
1:16:01 PM,2.89936,0.029021
1:16:04 PM,2.8994,0.029023
1:16:06 PM,2.89935,0.029016
1:16:08 PM,2.89928,0.029009
1:16:10 PM,2.89949,0.028997
1:16:13 PM,2.89893,0.030316
1:16:15 PM,3.23156,0.033168
1:16:17 PM,3.31572,0.033179
1:16:19 PM,3.31562,0.033169
1:16:21 PM,3.3156,0.033193
1:16:24 PM,3.32025,0.033256
1:16:26 PM,3.3202,0.033235
1:16:28 PM,3.32013,0.033269
1:16:30 PM,3.32137,0.033284
1:16:32 PM,3.32139,0.033233
1:16:35 PM,3.321,0.033254
1:16:37 PM,3.32089,0.033273
1:16:39 PM,3.32189,0.033277
1:16:41 PM,3.32174,0.033242
1:16:44 PM,3.32023,0.033264
1:16:46 PM,3.32029,0.033266
1:16:48 PM,3.32035,0.033235
1:16:50 PM,3.32033,0.033241
1:16:52 PM,3.32048,0.033242
1:16:55 PM,3.32057,0.033277
1:16:57 PM,3.32082,0.033246
1:16:59 PM,3.32103,0.033293
1:17:01 PM,3.3206,0.033267
1:17:04 PM,3.32068,0.033267
1:17:06 PM,3.32066,0.033272
1:17:08 PM,3.32055,0.033248
1:17:10 PM,3.32048,0.033245
