Tiempo,Voltaje,Corriente
4:53:54 PM,0.000141,0
4:53:56 PM,0.000141,0
4:53:58 PM,0.000141,0
4:54:00 PM,0.000141,0
4:54:03 PM,0.00014,0
4:54:05 PM,0.00014,0
4:54:07 PM,0.00014,0
4:54:09 PM,0.00014,0
4:54:12 PM,0.00014,0
4:54:14 PM,0.00014,0
4:54:16 PM,0.00014,0
4:54:18 PM,0.000139,0
4:54:20 PM,0.000139,0
4:54:23 PM,0.000139,0
4:54:25 PM,0.000139,0
4:54:27 PM,0.000139,0
4:54:29 PM,0.000139,0
4:54:31 PM,0.000139,0
4:54:34 PM,0.000139,0
4:54:36 PM,0.000139,0
4:54:38 PM,0.000139,0
4:54:40 PM,0.000139,0
4:54:43 PM,0.000139,0
4:54:45 PM,0.000139,0
4:54:47 PM,0.000138,0
4:54:49 PM,0.000139,0
4:54:51 PM,0.000138,0
4:54:54 PM,0.000138,0
4:54:56 PM,0.000138,0
4:54:58 PM,0.000138,0
4:55:00 PM,0.000168,0
4:55:03 PM,0.328385,0
4:55:05 PM,0.420732,0
4:55:07 PM,0.420759,0
4:55:09 PM,0.42076,0
4:55:12 PM,0.421282,0
4:55:14 PM,0.421313,0
4:55:16 PM,0.4213,0
4:55:18 PM,0.421298,0
4:55:20 PM,0.421303,0
4:55:23 PM,0.421285,0
4:55:25 PM,0.421284,0
4:55:27 PM,0.421285,0
4:55:29 PM,0.421312,0
4:55:31 PM,0.421301,0
4:55:34 PM,0.421307,0
4:55:36 PM,0.421309,0
4:55:38 PM,0.421297,0
4:55:40 PM,0.421287,0
4:55:43 PM,0.421291,0
4:55:45 PM,0.421282,0
4:55:47 PM,0.421291,0
4:55:49 PM,0.421304,0
4:55:51 PM,0.421267,0
4:55:54 PM,0.421254,0
4:55:56 PM,0.421248,0
4:55:58 PM,0.421244,0
4:56:00 PM,0.421254,0
4:56:03 PM,0.421238,0
4:56:05 PM,0.421235,0
4:56:07 PM,0.421029,0
4:56:09 PM,0.74697,0.007082
4:56:11 PM,0.839367,0.007131
4:56:13 PM,0.839354,0.00715
4:56:16 PM,0.839346,0.007149
4:56:18 PM,0.840807,0.007182
4:56:20 PM,0.840833,0.00718
4:56:22 PM,0.840818,0.007187
4:56:25 PM,0.84083,0.007169
4:56:27 PM,0.840791,0.007173
4:56:29 PM,0.840797,0.007159
4:56:31 PM,0.840783,0.007161
4:56:33 PM,0.840796,0.007169
4:56:36 PM,0.840831,0.007154
4:56:38 PM,0.840763,0.007142
4:56:40 PM,0.840797,0.00715
4:56:42 PM,0.840773,0.007153
4:56:45 PM,0.840752,0.007172
4:56:47 PM,0.840751,0.007143
4:56:49 PM,0.840778,0.007145
4:56:51 PM,0.840785,0.007144
4:56:53 PM,0.84078,0.007184
4:56:56 PM,0.84077,0.007147
4:56:58 PM,0.840693,0.007155
4:57:00 PM,0.840642,0.007156
4:57:02 PM,0.840664,0.007162
4:57:04 PM,0.840623,0.007156
4:57:07 PM,0.840643,0.007154
4:57:09 PM,0.840658,0.007177
4:57:11 PM,0.840649,0.007157
4:57:13 PM,0.840646,0.008185
4:57:16 PM,1.16548,0.010607
4:57:18 PM,1.25703,0.010627
4:57:20 PM,1.25699,0.010577
4:57:22 PM,1.25704,0.010604
4:57:25 PM,1.25885,0.010615
4:57:27 PM,1.25883,0.010622
4:57:29 PM,1.25882,0.010637
4:57:31 PM,1.25882,0.010644
4:57:33 PM,1.25883,0.010606
4:57:36 PM,1.2588,0.010612
4:57:38 PM,1.25878,0.010611
4:57:40 PM,1.25882,0.01063
4:57:42 PM,1.25878,0.010628
4:57:45 PM,1.25873,0.010622
4:57:47 PM,1.25878,0.010644
4:57:49 PM,1.25877,0.010601
4:57:51 PM,1.25879,0.010625
4:57:53 PM,1.25878,0.010629
4:57:56 PM,1.25878,0.010635
4:57:58 PM,1.25884,0.010642
4:58:00 PM,1.25874,0.010607
4:58:02 PM,1.25881,0.010626
4:58:04 PM,1.25877,0.010632
4:58:07 PM,1.25872,0.010642
4:58:09 PM,1.25881,0.010599
4:58:11 PM,1.25871,0.010637
4:58:13 PM,1.25873,0.010608
4:58:16 PM,1.25873,0.010638
4:58:18 PM,1.25871,0.010633
4:58:20 PM,1.25734,0.011685
4:58:22 PM,1.58504,0.014067
4:58:25 PM,1.67512,0.014062
4:58:27 PM,1.67503,0.014063
4:58:29 PM,1.67503,0.014059
4:58:31 PM,1.67747,0.014096
4:58:33 PM,1.67748,0.014087
4:58:36 PM,1.67744,0.014065
4:58:38 PM,1.67747,0.014077
4:58:40 PM,1.67744,0.014077
4:58:42 PM,1.67743,0.014072
4:58:45 PM,1.67747,0.014104
4:58:47 PM,1.67745,0.014086
4:58:49 PM,1.67741,0.014078
4:58:51 PM,1.67741,0.014091
4:58:53 PM,1.67739,0.014081
4:58:56 PM,1.67736,0.014061
4:58:58 PM,1.67737,0.01409
4:59:00 PM,1.67737,0.01408
4:59:02 PM,1.67739,0.014087
4:59:04 PM,1.67759,0.014057
4:59:07 PM,1.67746,0.014098
4:59:09 PM,1.67739,0.014086
4:59:11 PM,1.67737,0.014099
4:59:13 PM,1.67732,0.014087
4:59:16 PM,1.67731,0.014101
4:59:18 PM,1.67731,0.014093
4:59:20 PM,1.67732,0.014086
4:59:22 PM,1.67734,0.014081
4:59:24 PM,1.67726,0.014066
4:59:27 PM,1.67711,0.015175
4:59:29 PM,2.00561,0.017539
4:59:31 PM,2.09356,0.01751
4:59:33 PM,2.09354,0.017515
4:59:36 PM,2.09353,0.01754
4:59:38 PM,2.09659,0.017544
4:59:40 PM,2.09658,0.017546
4:59:42 PM,2.09659,0.017558
4:59:45 PM,2.09669,0.017561
4:59:47 PM,2.09675,0.017532
4:59:49 PM,2.09678,0.017562
4:59:51 PM,2.09682,0.017549
4:59:53 PM,2.0967,0.01754
4:59:56 PM,2.0967,0.017544
4:59:58 PM,2.09666,0.01756
5:00:00 PM,2.09666,0.017577
5:00:02 PM,2.09656,0.017577
5:00:04 PM,2.09671,0.017582
5:00:07 PM,2.09665,0.017555
5:00:09 PM,2.09663,0.017563
5:00:11 PM,2.09672,0.017549
5:00:13 PM,2.09668,0.017547
5:00:16 PM,2.09665,0.017554
5:00:18 PM,2.09662,0.017523
5:00:20 PM,2.09658,0.017552
5:00:22 PM,2.09659,0.017545
5:00:24 PM,2.09662,0.017546
5:00:27 PM,2.09667,0.017553
5:00:29 PM,2.09664,0.017553
5:00:31 PM,2.09658,0.017552
5:00:33 PM,2.09419,0.018653
5:00:36 PM,2.42466,0.020992
5:00:38 PM,2.51251,0.020987
5:00:40 PM,2.51237,0.021004
5:00:42 PM,2.51242,0.020998
5:00:44 PM,2.51615,0.021015
5:00:47 PM,2.51608,0.021031
5:00:49 PM,2.51606,0.021038
5:00:51 PM,2.51609,0.021024
5:00:53 PM,2.5161,0.021055
5:00:56 PM,2.51592,0.021013
5:00:58 PM,2.51595,0.021034
5:01:00 PM,2.51607,0.021023
5:01:02 PM,2.51598,0.021013
5:01:04 PM,2.51583,0.021059
5:01:07 PM,2.51596,0.021052
5:01:09 PM,2.51601,0.021043
5:01:11 PM,2.5159,0.021013
5:01:13 PM,2.51599,0.021025
5:01:16 PM,2.51597,0.021053
5:01:18 PM,2.51594,0.021028
5:01:20 PM,2.5159,0.021005
5:01:22 PM,2.51601,0.02101
5:01:24 PM,2.51572,0.021
5:01:27 PM,2.51565,0.021007
5:01:29 PM,2.51567,0.021005
5:01:31 PM,2.51566,0.021031
5:01:33 PM,2.51565,0.02103
5:01:36 PM,2.51567,0.021032
5:01:38 PM,2.51565,0.02103
5:01:40 PM,2.51573,0.02211
5:01:42 PM,2.8385,0.024405
5:01:45 PM,2.92543,0.024417
5:01:47 PM,2.92536,0.024407
5:01:49 PM,2.92538,0.024412
5:01:51 PM,2.92964,0.024455
5:01:53 PM,2.9296,0.024442
5:01:56 PM,2.92969,0.024456
5:01:58 PM,2.92964,0.024463
5:02:00 PM,2.92966,0.024465
5:02:02 PM,2.92962,0.024455
5:02:04 PM,2.92959,0.024467
5:02:07 PM,2.9296,0.024436
5:02:09 PM,2.92962,0.024469
5:02:11 PM,2.92966,0.024446
5:02:13 PM,2.92961,0.024459
5:02:16 PM,2.92949,0.024456
5:02:18 PM,2.92951,0.024463
5:02:20 PM,2.92952,0.024416
5:02:22 PM,2.92949,0.024457
5:02:24 PM,2.92946,0.024467
5:02:27 PM,2.92946,0.024453
5:02:29 PM,2.92946,0.024451
5:02:31 PM,2.92945,0.024467
5:02:33 PM,2.92945,0.024441
5:02:36 PM,2.92942,0.024434
5:02:38 PM,2.9294,0.024447
5:02:40 PM,2.92942,0.02444
5:02:42 PM,2.9294,0.024433
5:02:44 PM,2.92935,0.024459
5:02:47 PM,2.92589,0.025549
5:02:49 PM,3.25383,0.02782
5:02:51 PM,3.33831,0.027816
5:02:53 PM,3.33836,0.027833
5:02:56 PM,3.33867,0.027818
5:02:58 PM,3.34345,0.027861
5:03:00 PM,3.34349,0.027855
5:03:02 PM,3.3435,0.027856
5:03:04 PM,3.34354,0.027863
5:03:07 PM,3.34353,0.027844
5:03:09 PM,3.34349,0.027866
5:03:11 PM,3.34353,0.027876
5:03:13 PM,3.3435,0.027851
5:03:16 PM,3.34349,0.027883
5:03:18 PM,3.34348,0.027849
5:03:20 PM,3.34349,0.027859
5:03:22 PM,3.34307,0.027832
5:03:24 PM,3.34307,0.027873
5:03:27 PM,3.34311,0.027845
5:03:29 PM,3.34308,0.027852
5:03:31 PM,3.34301,0.027849
5:03:33 PM,3.34305,0.027894
5:03:36 PM,3.34301,0.027859
5:03:38 PM,3.34303,0.027871
5:03:40 PM,3.34297,0.02787
5:03:42 PM,3.34301,0.027856
5:03:44 PM,3.34297,0.027873
5:03:47 PM,3.34294,0.027877
5:03:49 PM,3.343,0.027846
5:03:51 PM,3.34295,0.027859
5:03:53 PM,3.34319,0.028934
5:03:56 PM,3.66573,0.031232
5:03:58 PM,3.74992,0.031255
5:04:00 PM,3.74986,0.031213
5:04:02 PM,3.74985,0.03123
5:04:04 PM,3.75541,0.031247
5:04:07 PM,3.75536,0.031288
5:04:09 PM,3.75542,0.031287
5:04:11 PM,3.75537,0.03129
5:04:13 PM,3.75545,0.031279
5:04:16 PM,3.75538,0.031278
5:04:18 PM,3.7554,0.031257
5:04:20 PM,3.75541,0.031286
5:04:22 PM,3.7554,0.031255
5:04:24 PM,3.75547,0.031265
5:04:27 PM,3.7554,0.03126
5:04:29 PM,3.75543,0.031265
5:04:31 PM,3.75537,0.031277
5:04:33 PM,3.7554,0.031262
5:04:36 PM,3.75574,0.031283
5:04:38 PM,3.75567,0.031276
5:04:40 PM,3.75586,0.031309
5:04:42 PM,3.75568,0.031308
5:04:44 PM,3.75548,0.031282
5:04:47 PM,3.75557,0.031267
5:04:49 PM,3.75578,0.031277
